Time (s)	Load (gf)	Displacement (mm)
95,987	0	9,583
96	0	9,584
96,012	0	9,585
96,024	0	9,586
96,036	0	9,588
96,053	0	9,59
96,075	0	9,593
96,1	0	9,595
96,119	0	9,596
96,132	0	9,597
96,145	0	9,6
96,167	0	9,601
96,184	0	9,602
96,197	0	9,604
96,215	0	9,606
96,228	0	9,607
96,24	0	9,608
96,252	0	9,61
96,27	0	9,612
96,293	0	9,613
96,306	0	9,615
96,324	0	9,616
96,336	0	9,618
96,348	0	9,619
96,36	0	9,622
96,401	0	9,624
96,413	0	9,626
96,438	0	9,628
96,456	0	9,63
96,476	0	9,632
96,493	0	9,633
96,507	0	9,635
96,521	0	9,636
96,539	0	9,638
96,563	0	9,641
96,585	0	9,644
96,613	0	9,646
96,637	0	9,648
96,656	0	9,65
96,679	0	9,652
96,7	0	9,654
96,717	0	9,656
96,74	0	9,658
96,76	0	9,66
96,778	0	9,662
96,795	0	9,663
96,808	0	9,666
96,834	0	9,668
96,853	0	9,67
96,878	0	9,681
96,988	0	9,683
97,008	0	9,685
97,02	0	9,686
97,032	0	9,688
97,051	0	9,689
97,07	0	9,692
97,099	0	9,695
97,125	0	9,697
97,146	0	9,699
97,162	0	9,7
97,181	0	9,702
97,201	0	9,704
97,216	0	9,705
97,228	0	9,708
97,251	0	9,71
97,271	0	9,712
97,301	0	9,714
97,321	0	9,716
97,34	0	9,718
97,353	0	9,719
97,369	0	9,722
97,393	0	9,724
97,419	0	9,726
97,439	0	9,728
97,461	0	9,73
97,481	0	9,732
97,501	0	9,734
97,521	0	9,736
97,54	0	9,738
97,558	0	9,74
97,57	0	9,741
97,582	0	9,743
97,605	0	9,745
97,628	0	9,747
97,649	0	9,749
97,668	0	9,751
97,689	0	9,753
97,708	0	9,755
97,727	0	9,757
97,748	0	9,759
97,77	0	9,761
97,785	0	9,762
97,798	0	9,764
97,811	0	9,766
97,835	0	9,768
97,851	0	9,77
97,882	0	9,772
97,908	0	9,774
97,923	0	9,776
97,936	0	9,778
97,963	0	9,78
97,983	0	9,783
98,006	0	9,785
98,024	0	9,786
98,037	0	9,787
98,05	0	9,789
98,067	0	9,791
98,089	0	9,794
98,126	0	9,797
98,145	0	9,799
98,169	0	9,802
98,193	0	9,804
98,212	0	9,805
98,224	0	9,807
98,249	0	9,809
98,265	0	9,811
98,283	0	9,812
98,302	0	9,814
98,321	0	9,816
98,333	0	9,817
98,346	0	9,818
98,363	0	9,82
98,381	0	9,822
98,398	0	9,824
98,415	0	9,825
98,427	0	9,826
98,439	0	9,828
98,451	0	9,829
98,463	0	9,83
98,475	0	9,831
98,487	0	9,832
98,498	0	9,833
98,511	0	9,834
98,523	0	9,836
98,537	0	9,837
98,549	0	9,84
98,572	0	9,842
98,593	0	9,843
98,612	0	9,846
98,635	0	9,849
98,666	0	9,85
98,681	0	9,852
98,693	0	9,853
98,705	0	9,854
98,718	0	9,856
98,737	0	9,858
98,756	0	9,859
98,771	0	9,86
98,783	0	9,863
98,807	0	9,865
98,828	0	9,867
98,843	0	9,868
98,855	0	9,87
98,878	0	9,872
98,895	0	9,874
98,919	0	9,877
98,943	0	9,878
98,958	0	9,88
98,97	0	9,88
98,982	0	9,882
98,994	0	9,883
99,006	0	9,884
99,018	0	9,885
99,03	0	9,886
99,042	0	9,888
99,054	0	9,89
99,072	0	9,891
99,086	0	9,894
99,114	0	9,897
99,145	0	9,899
99,169	0	9,901
99,186	0	9,902
99,2	0	9,904
99,219	0	9,906
99,232	0	9,907
99,244	0	9,908
99,256	0	9,91
99,28	0	9,912
99,292	0	9,914
99,317	0	9,915
99,329	0	9,916
99,341	0	9,918
99,353	0	9,92
99,376	0	9,921
99,394	0	9,924
99,413	0	9,927
99,446	2	9,928
99,459	2	9,93
99,471	2	9,932
99,496	0	9,933
99,513	2	9,935
99,53	2	9,937
99,548	2	9,939
99,566	0	9,94
99,578	0	9,941
99,59	0	9,942
99,602	0	9,944
99,614	0	9,946
99,638	0	9,947
99,658	0	9,949
99,671	0	9,951
99,689	0	9,952
99,701	0	9,954
99,717	0	9,955
99,73	0	9,957
99,744	0	9,958
99,757	0	9,959
99,769	0	9,962
99,793	0	9,963
99,809	0	9,966
99,836	0	9,967
99,849	0	9,968
99,861	0	9,97
99,88	0	9,972
99,9	0	9,974
99,919	0	9,976
99,943	0	9,978
99,959	0	9,98
99,972	0	9,981
99,984	0	9,992
100,101	0	9,994
100,117	0	9,995
100,13	0	9,997
100,149	0	9,999
100,173	0	10,002
100,197	0	10,004
100,223	0	10,006
100,242	0	10,008
100,262	0	10,01
100,279	0	10,012
100,297	0	10,014
100,311	0	10,015
100,323	0	10,017
100,349	0	10,019
100,368	0	10,021
100,389	0	10,023
100,412	0	10,025
100,424	0	10,026
100,436	0	10,027
100,451	0	10,03
100,48	0	10,032
100,498	0	10,034
100,523	0	10,036
100,541	0	10,038
100,564	0	10,04
100,578	0	10,041
100,591	0	10,044
100,617	0	10,046
100,641	0	10,048
100,661	0	10,05
100,682	0	10,052
100,695	0	10,053
100,708	0	10,055
100,731	0	10,057
100,751	0	10,059
100,772	0	10,062
100,795	0	10,064
100,815	0	10,065
100,836	0	10,067
100,85	0	10,068
100,863	0	10,07
100,88	0	10,073
100,907	0	10,075
100,926	0	10,077
100,947	0	10,078
100,963	0	10,08
100,978	0	10,081
100,993	0	10,084
101,018	0	10,086
101,043	0	10,089
101,07	0	10,091
101,095	0	10,093
101,108	0	10,094
101,12	0	10,096
101,143	0	10,099
101,167	0	10,101
101,19	0	10,103
101,21	0	10,105
101,229	0	10,107
101,25	0	10,109
101,272	0	10,111
101,291	0	10,113
101,309	0	10,114
101,322	0	10,116
101,335	0	10,117
101,352	0	10,118
101,364	0	10,12
101,377	0	10,121
101,39	0	10,124
101,414	0	10,125
101,43	0	10,126
101,442	0	10,129
101,463	0	10,13
101,481	0	10,132
101,494	0	10,133
101,506	0	10,134
101,518	0	10,135
101,53	0	10,136
101,542	0	10,138
101,554	0	10,139
101,566	0	10,141
101,59	0	10,143
101,613	0	10,146
101,635	0	10,147
101,658	0	10,15
101,672	0	10,151
101,685	0	10,152
101,703	0	10,154
101,724	0	10,156
101,743	0	10,159
101,766	0	10,16
101,782	0	10,162
101,802	0	10,163
101,813	0	10,164
101,826	0	10,166
101,852	0	10,17
101,882	0	10,173
101,912	0	10,175
101,927	0	10,176
101,939	0	10,177
101,951	0	10,178
101,964	0	10,18
101,976	0	10,181
101,988	0	10,182
102	0	10,183
102,012	0	10,184
102,024	0	10,186
102,036	0	10,187
102,048	0	10,188
102,06	0	10,189
102,072	0	10,19
102,084	0	10,192
102,1	0	10,193
102,113	0	10,196
102,136	0	10,198
102,166	0	10,202
102,198	0	10,203
102,213	0	10,205
102,228	0	10,206
102,241	0	10,208
102,265	0	10,21
102,28	0	10,211
102,293	0	10,214
102,316	0	10,215
102,328	0	10,217
102,354	0	10,218
102,366	0	10,22
102,378	0	10,222
102,401	0	10,224
102,424	0	10,226
102,447	0	10,228
102,46	0	10,231
102,491	0	10,232
102,504	0	10,234
102,516	0	10,235
102,532	0	10,237
102,552	0	10,239
102,574	0	10,241
102,594	0	10,243
102,611	0	10,244
102,623	0	10,245
102,635	0	10,248
102,661	0	10,25
102,686	0	10,252
102,701	0	10,254
102,719	0	10,256
102,738	0	10,258
102,761	0	10,26
102,785	0	10,262
102,797	0	10,263
102,814	0	10,265
102,832	0	10,266
102,849	0	10,269
102,869	0	10,272
102,9	0	10,273
102,913	0	10,274
102,926	0	10,277
102,948	4	10,278
102,963	4	10,279
102,981	4	10,282
102,998	12	10,284
103,017	12	10,285
103,033	20	10,287
103,048	18	10,288
103,06	18	10,3
103,175	0	10,301
103,188	0	10,302
103,201	0	10,304
103,222	0	10,305
103,235	0	10,307
103,253	0	10,31
103,277	4	10,311
103,289	4	10,312
103,301	4	10,313
103,314	4	10,314
103,331	2	10,317
103,349	10	10,319
103,369	10	10,321
103,393	12	10,322
103,406	10	10,326
103,438	10	10,327
103,452	12	10,328
103,464	12	10,33
103,482	12	10,332
103,5	16	10,335
103,532	12	10,336
103,545	6	10,34
103,576	6	10,341
103,589	2	10,342
103,605	2	10,344
103,623	2	10,346
103,637	4	10,348
103,662	6	10,35
103,679	4	10,351
103,692	4	10,352
103,704	0	10,354
103,722	2	10,356
103,746	2	10,358
103,765	0	10,36
103,778	0	10,362
103,81	6	10,365
103,832	6	10,366
103,844	6	10,368
103,857	4	10,369
103,87	0	10,371
103,895	0	10,373
103,91	0	10,375
103,929	0	10,377
103,948	0	10,378
103,963	0	10,379
103,975	0	10,381
103,987	0	10,382
104,001	0	10,383
104,013	0	10,384
104,025	0	10,385
104,037	0	10,387
104,049	0	10,388
104,061	0	10,389
104,073	0	10,39
104,085	0	10,392
104,101	0	10,394
104,121	0	10,398
104,158	0	10,399
104,171	0	10,401
104,194	0	10,402
104,207	0	10,404
104,22	0	10,405
104,232	0	10,406
104,245	0	10,408
104,257	0	10,409
104,269	0	10,41
104,281	0	10,411
104,293	0	10,413
104,315	0	10,414
104,327	0	10,416
104,343	0	10,417
104,355	0	10,419
104,367	0	10,42
104,38	0	10,423
104,415	0	10,427
104,449	0	10,428
104,462	0	10,43
104,481	0	10,431
104,493	0	10,432
104,505	0	10,434
104,522	0	10,436
104,546	0	10,439
104,57	0	10,442
104,601	0	10,443
104,614	0	10,444
104,626	0	10,446
104,65	0	10,448
104,662	0	10,449
104,674	0	10,452
104,701	0	10,454
104,725	0	10,456
104,74	0	10,457
104,752	0	10,461
104,789	0	10,464
104,816	0	10,465
104,828	0	10,466
104,84	0	10,467
104,852	0	10,468
104,864	0	10,47
104,883	0	10,471
104,9	0	10,474
104,918	0	10,475
104,931	0	10,476
104,944	0	10,478
104,956	0	10,48
104,98	0	10,482
105,005	0	10,484
105,02	0	10,485
105,032	0	10,488
105,055	0	10,489
105,07	0	10,49
105,082	0	10,491
105,094	0	10,492
105,106	0	10,495
105,129	0	10,497
105,153	0	10,499
105,176	0	10,502
105,204	0	10,503
105,216	0	10,504
105,228	0	10,506
105,24	0	10,507
105,253	0	10,509
105,271	0	10,512
105,296	0	10,513
105,312	0	10,515
105,334	0	10,517
105,347	0	10,518
105,359	0	10,519
105,371	0	10,521
105,395	0	10,523
105,413	0	10,524
105,426	0	10,527
105,458	0	10,529
105,473	0	10,53
105,485	0	10,532
105,504	0	10,534
105,524	0	10,536
105,537	0	10,537
105,549	0	10,538
105,561	0	10,539
105,573	0	10,542
105,597	0	10,543
105,613	0	10,544
105,626	0	10,546
105,638	0	10,547
105,65	0	10,55
105,681	0	10,554
105,721	0	10,556
105,746	0	10,558
105,759	0	10,559
105,771	0	10,56
105,794	0	10,562
105,806	0	10,565
105,835	0	10,567
105,854	0	10,57
105,88	0	10,571
105,893	0	10,572
105,905	0	10,574
105,919	0	10,585
106,037	0	10,587
106,056	0	10,59
106,077	0	10,592
106,099	0	10,593
106,112	0	10,595
106,129	0	10,597
106,157	0	10,599
106,177	0	10,602
106,201	0	10,604
106,223	0	10,606
106,237	0	10,607
106,253	0	10,61
106,279	0	10,612
106,303	0	10,614
106,331	0	10,616
106,346	0	10,618
106,358	0	10,62
106,384	0	10,622
106,409	0	10,625
106,432	0	10,627
106,454	0	10,629
106,471	0	10,631
106,491	0	10,633
106,512	0	10,635
106,533	0	10,637
106,553	0	10,639
106,574	0	10,641
106,593	0	10,642
106,607	0	10,644
106,62	0	10,646
106,649	0	10,649
106,67	0	10,651
106,693	0	10,653
106,718	0	10,655
106,731	0	10,656
106,743	0	10,658
106,761	0	10,66
106,781	0	10,661
106,793	0	10,663
106,816	0	10,664
106,83	0	10,666
106,847	0	10,668
106,859	0	10,669
106,872	0	10,671
106,891	0	10,674
106,921	0	10,676
106,941	0	10,679
106,97	0	10,68
106,985	0	10,682
107,007	0	10,684
107,019	0	10,685
107,031	0	10,688
107,06	0	10,69
107,081	0	10,693
107,11	0	10,694
107,123	0	10,695
107,136	0	10,696
107,148	0	10,698
107,161	0	10,7
107,186	0	10,703
107,216	0	10,705
107,229	0	10,706
107,243	0	10,708
107,256	0	10,709
107,269	0	10,71
107,282	0	10,712
107,306	0	10,714
107,321	0	10,715
107,333	0	10,717
107,352	0	10,719
107,389	0	10,722
107,409	0	10,724
107,428	0	10,726
107,441	0	10,727
107,453	0	10,729
107,478	0	10,731
107,496	0	10,733
107,515	0	10,736
107,547	0	10,738
107,562	0	10,739
107,575	0	10,741
107,587	0	10,742
107,599	0	10,743
107,611	0	10,745
107,63	0	10,747
107,653	0	10,748
107,666	0	10,75
107,684	0	10,751
107,696	0	10,754
107,719	0	10,755
107,731	0	10,756
107,743	0	10,757
107,755	0	10,758
107,767	0	10,76
107,78	0	10,762
107,801	0	10,764
107,818	0	10,765
107,831	0	10,766
107,843	0	10,767
107,855	0	10,768
107,867	0	10,77
107,886	0	10,774
107,918	0	10,775
107,938	0	10,777
107,951	0	10,778
107,963	0	10,78
107,985	0	10,782
107,997	0	10,783
108,015	0	10,784
108,028	0	10,786
108,04	0	10,787
108,052	0	10,788
108,064	0	10,789
108,076	0	10,792
108,101	0	10,794
108,116	0	10,795
108,128	0	10,796
108,14	0	10,797
108,151	0	10,798
108,163	0	10,799
108,181	0	10,802
108,201	0	10,804
108,227	0	10,806
108,24	0	10,807
108,253	0	10,808
108,267	0	10,81
108,279	0	10,811
108,291	0	10,812
108,303	0	10,813
108,314	0	10,814
108,327	0	10,816
108,339	0	10,817
108,351	0	10,818
108,363	0	10,82
108,385	0	10,822
108,403	0	10,824
108,421	0	10,826
108,44	0	10,828
108,459	0	10,83
108,48	0	10,831
108,492	0	10,832
108,509	0	10,834
108,522	0	10,836
108,547	0	10,838
108,563	0	10,839
108,582	0	10,841
108,594	0	10,842
108,606	0	10,844
108,618	0	10,846
108,636	0	10,847
108,649	0	10,848
108,661	0	10,849
108,674	0	10,85
108,686	0	10,852
108,705	0	10,854
108,724	0	10,855
108,737	0	10,856
108,749	0	10,858
108,761	0	10,859
108,775	0	10,861
108,797	0	10,863
108,813	0	10,864
108,831	0	10,866
108,845	0	10,868
108,864	0	10,87
108,877	0	10,871
108,889	0	10,872
108,901	0	10,873
108,913	0	10,875
108,93	0	10,876
108,948	0	10,878
108,969	0	10,88
108,983	0	10,882
109,002	0	10,883
109,014	0	10,884
109,026	0	10,885
109,038	0	10,886
109,05	0	10,888
109,062	0	10,889
109,074	0	10,891
109,095	0	10,892
109,107	0	10,894
109,12	0	10,895
109,133	0	10,897
109,151	0	10,898
109,163	0	10,899
109,182	0	10,901
109,195	0	10,903
109,214	0	10,904
109,226	0	10,906
109,239	0	10,907
109,251	0	10,908
109,263	0	10,909
109,275	0	10,91
109,287	0	10,911
109,299	0	10,913
109,311	0	10,914
109,323	0	10,915
109,335	0	10,916
109,347	0	10,917
109,359	0	10,919
109,371	0	10,92
109,383	0	10,921
109,395	0	10,923
109,411	0	10,924
109,429	0	10,926
109,447	0	10,93
109,478	0	10,932
109,498	0	10,933
109,515	0	10,934
109,527	0	10,936
109,54	0	10,937
109,552	0	10,938
109,565	0	10,939
109,577	0	10,94
109,595	0	10,942
109,607	0	10,944
109,619	0	10,945
109,632	0	10,946
109,645	0	10,948
109,662	0	10,95
109,68	0	10,952
109,701	0	10,954
109,719	0	10,955
109,738	0	10,958
109,762	0	10,96
109,777	0	10,96
109,789	0	10,962
109,801	0	10,963
