Time (s)	Load (gf)	Displacement (mm)
49,268	0	4,913
49,28	0	4,914
49,292	0	4,916
49,31	0	4,918
49,328	0	4,921
49,356	0	4,923
49,378	0	4,926
49,404	0	4,928
49,42	0	4,929
49,438	0	4,932
49,465	0	4,934
49,484	0	4,936
49,508	0	4,938
49,525	0	4,939
49,54	0	4,94
49,552	0	4,942
49,565	0	4,944
49,583	0	4,946
49,608	0	4,948
49,623	0	4,95
49,651	0	4,952
49,665	0	4,953
49,677	0	4,954
49,689	0	4,956
49,701	0	4,957
49,714	0	4,958
49,726	0	4,959
49,738	0	4,96
49,75	0	4,962
49,762	0	4,963
49,773	0	4,964
49,786	0	4,966
49,805	0	4,967
49,817	0	4,968
49,833	0	4,97
49,845	0	4,972
49,869	0	4,973
49,881	0	4,976
49,905	0	4,978
49,922	0	4,979
49,934	0	4,98
49,947	0	4,982
49,964	0	4,984
49,983	0	4,987
50,012	0	4,988
50,024	0	4,989
50,036	0	4,992
50,064	0	4,993
50,078	0	4,994
50,09	0	4,995
50,102	0	4,998
50,129	0	4,999
50,146	0	5,002
50,167	0	5,003
50,18	0	5,004
50,192	0	5,006
50,204	0	5,007
50,216	0	5,008
50,228	0	5,009
50,24	0	5,01
50,252	0	5,012
50,264	0	5,014
50,29	0	5,016
50,31	0	5,018
50,328	0	5,02
50,352	0	5,022
50,372	0	5,024
50,385	0	5,025
50,397	0	5,026
50,411	0	5,028
50,423	0	5,029
50,435	0	5,03
50,447	0	5,031
50,459	0	5,032
50,47	0	5,034
50,483	0	5,035
50,495	0	5,036
50,507	0	5,037
50,519	0	5,038
50,531	0	5,04
50,548	0	5,042
50,565	0	5,043
50,577	0	5,045
50,594	0	5,048
50,632	0	5,05
50,645	0	5,051
50,663	0	5,053
50,682	0	5,055
50,695	0	5,056
50,708	0	5,057
50,72	0	5,058
50,733	0	5,06
50,754	0	5,062
50,771	0	5,064
50,783	0	5,076
50,914	0	5,078
50,926	0	5,079
50,939	0	5,081
50,959	0	5,082
50,972	0	5,085
50,997	0	5,088
51,023	0	5,089
51,039	0	5,092
51,069	0	5,094
51,09	0	5,096
51,104	0	5,097
51,122	0	5,1
51,144	0	5,102
51,162	0	5,103
51,18	0	5,106
51,204	0	5,108
51,225	0	5,109
51,237	0	5,11
51,249	0	5,111
51,261	0	5,112
51,273	0	5,114
51,286	0	5,115
51,298	0	5,116
51,31	0	5,118
51,329	0	5,12
51,351	0	5,122
51,364	0	5,124
51,387	0	5,125
51,4	0	5,126
51,412	0	5,128
51,424	0	5,129
51,436	0	5,13
51,448	0	5,131
51,46	0	5,132
51,472	0	5,134
51,484	0	5,134
51,496	0	5,136
51,508	0	5,138
51,529	0	5,14
51,546	0	5,141
51,559	0	5,142
51,571	0	5,143
51,587	0	5,145
51,611	0	5,148
51,624	0	5,149
51,636	0	5,151
51,66	0	5,154
51,69	0	5,156
51,71	0	5,157
51,722	0	5,158
51,734	0	5,162
51,766	0	5,164
51,784	0	5,166
51,809	0	5,168
51,824	0	5,169
51,837	0	5,17
51,854	0	5,172
51,866	0	5,174
51,894	0	5,176
51,906	0	5,177
51,918	0	5,178
51,93	0	5,18
51,948	0	5,182
51,967	0	5,184
51,99	0	5,186
52,007	0	5,187
52,021	0	5,188
52,032	0	5,19
52,045	0	5,191
52,057	0	5,192
52,069	0	5,193
52,088	0	5,196
52,112	0	5,198
52,125	0	5,199
52,136	0	5,201
52,161	0	5,203
52,179	0	5,204
52,192	0	5,206
52,204	0	5,207
52,216	0	5,209
52,239	0	5,21
52,251	0	5,212
52,272	0	5,214
52,284	0	5,215
52,296	0	5,216
52,308	0	5,217
52,32	0	5,218
52,332	0	5,22
52,344	0	5,221
52,356	0	5,222
52,374	0	5,225
52,397	0	5,226
52,415	0	5,228
52,427	0	5,229
52,439	0	5,23
52,451	0	5,232
52,463	0	5,234
52,484	0	5,235
52,501	0	5,238
52,524	0	5,239
52,536	0	5,24
52,548	0	5,242
52,566	0	5,244
52,595	0	5,247
52,619	0	5,248
52,635	0	5,25
52,647	0	5,251
52,659	0	5,252
52,671	0	5,253
52,683	0	5,254
52,698	0	5,257
52,716	0	5,258
52,729	0	5,26
52,75	0	5,263
52,78	0	5,265
52,794	0	5,266
52,806	0	5,268
52,833	0	5,27
52,847	0	5,272
52,869	0	5,274
52,894	0	5,277
52,916	0	5,278
52,928	0	5,279
52,94	0	5,28
52,952	0	5,281
52,964	0	5,283
52,976	0	5,284
52,988	0	5,285
53	0	5,286
53,012	0	5,288
53,024	0	5,289
53,036	0	5,29
53,048	0	5,291
53,06	0	5,292
53,072	0	5,294
53,089	0	5,296
53,108	0	5,298
53,133	0	5,301
53,162	0	5,302
53,174	0	5,304
53,193	0	5,306
53,206	0	5,307
53,219	0	5,31
53,249	0	5,311
53,263	0	5,313
53,281	0	5,314
53,293	0	5,316
53,305	0	5,317
53,317	0	5,318
53,329	0	5,32
53,353	0	5,322
53,368	0	5,324
53,392	0	5,326
53,411	0	5,327
53,423	0	5,328
53,435	0	5,33
53,452	0	5,332
53,474	0	5,334
53,486	0	5,335
53,498	0	5,336
53,51	0	5,339
53,549	0	5,342
53,564	0	5,343
53,588	0	5,345
53,601	0	5,346
53,613	0	5,348
53,626	0	5,35
53,644	0	5,352
53,665	0	5,354
53,689	0	5,355
53,704	0	5,356
53,716	0	5,358
53,728	0	5,36
53,749	0	5,362
53,772	0	5,363
53,784	0	5,365
53,807	0	5,367
53,819	0	5,369
53,846	0	5,372
53,87	0	5,374
53,888	0	5,375
53,9	0	5,376
53,913	0	5,389
54,037	0	5,39
54,051	0	5,391
54,064	0	5,392
54,076	0	5,394
54,089	0	5,395
54,101	0	5,397
54,128	0	5,399
54,141	0	5,401
54,162	0	5,402
54,174	0	5,404
54,187	0	5,406
54,21	0	5,408
54,234	0	5,41
54,249	0	5,411
54,261	0	5,413
54,287	0	5,415
54,299	0	5,416
54,312	0	5,418
54,325	0	5,42
54,352	0	5,422
54,37	0	5,424
54,388	0	5,426
54,415	0	5,428
54,43	0	5,429
54,442	0	5,432
54,467	0	5,434
54,485	0	5,435
54,497	0	5,436
54,509	0	5,437
54,521	0	5,438
54,533	0	5,44
54,545	0	5,44
54,557	0	5,442
54,569	0	5,443
54,585	0	5,444
54,601	0	5,448
54,627	0	5,449
54,64	0	5,45
54,652	0	5,451
54,664	0	5,452
54,676	0	5,454
54,688	0	5,455
54,7	0	5,456
54,712	0	5,457
54,724	0	5,459
54,736	0	5,46
54,748	0	5,461
54,76	0	5,462
54,773	0	5,464
54,785	0	5,466
54,807	0	5,467
54,819	0	5,468
54,831	0	5,471
54,859	0	5,474
54,896	0	5,476
54,909	0	5,477
54,921	0	5,478
54,933	0	5,48
54,945	0	5,481
54,957	0	5,482
54,969	0	5,483
54,981	0	5,484
54,993	0	5,487
55,017	0	5,488
55,031	0	5,49
55,049	0	5,491
55,062	0	5,492
55,078	0	5,494
55,096	0	5,497
55,12	0	5,498
55,133	0	5,5
55,146	0	5,501
55,162	0	5,503
55,18	0	5,506
55,207	0	5,508
55,229	0	5,51
55,246	0	5,511
55,259	0	5,512
55,271	0	5,513
55,283	0	5,515
55,295	0	5,516
55,307	0	5,517
55,319	0	5,518
55,331	0	5,519
55,343	0	5,522
55,373	0	5,525
55,403	0	5,527
55,421	0	5,528
55,434	0	5,53
55,446	0	5,531
55,464	0	5,532
55,476	0	5,534
55,488	0	5,535
55,5	0	5,536
55,513	0	5,538
55,53	0	5,539
55,542	0	5,54
55,554	0	5,542
55,57	0	5,543
55,582	0	5,544
55,594	0	5,546
55,606	0	5,548
55,624	0	5,55
55,644	0	5,552
55,666	0	5,553
55,678	0	5,555
55,697	0	5,556
55,709	0	5,557
55,721	0	5,558
55,733	0	5,56
55,745	0	5,561
55,757	0	5,563
55,778	0	5,564
55,795	0	5,566
55,814	0	5,568
55,827	0	5,57
55,845	0	5,571
55,859	0	5,574
55,894	0	5,577
55,918	0	5,578
55,933	0	5,579
55,945	0	5,581
55,957	0	5,582
55,969	0	5,583
55,981	0	5,584
55,993	0	5,585
56,005	0	5,587
56,017	0	5,588
56,029	0	5,589
56,041	0	5,591
56,06	0	5,592
56,072	0	5,594
56,084	0	5,597
56,122	0	5,599
56,135	0	5,6
56,157	0	5,603
56,175	0	5,604
56,196	0	5,606
56,208	0	5,607
56,22	0	5,608
56,233	0	5,61
56,251	0	5,611
56,263	0	5,614
56,287	0	5,616
56,307	0	5,617
56,318	0	5,618
56,33	0	5,619
56,349	0	5,622
56,374	0	5,624
56,393	0	5,627
56,416	0	5,628
56,434	0	5,63
56,454	0	5,632
56,473	0	5,634
56,488	0	5,635
56,5	0	5,637
56,524	0	5,639
56,544	0	5,641
56,568	0	5,643
56,588	0	5,645
56,601	0	5,646
56,613	0	5,648
56,625	0	5,649
56,643	0	5,65
56,655	0	5,652
56,675	0	5,654
56,695	0	5,656
56,713	0	5,659
56,738	0	5,66
56,753	0	5,661
56,765	0	5,662
56,777	0	5,665
56,798	0	5,666
56,815	0	5,668
56,828	0	5,67
56,863	0	5,673
56,879	0	5,675
56,903	0	5,678
56,928	0	5,68
56,947	0	5,681
56,959	0	5,682
56,971	0	5,684
56,99	0	5,686
57,006	0	5,687
57,018	0	5,688
57,03	0	5,69
57,048	0	5,691
57,061	0	5,692
57,073	0	5,693
57,085	0	5,694
57,097	0	5,696
57,109	0	5,697
57,121	0	5,699
57,142	0	5,7
57,154	0	5,702
57,167	0	5,705
57,2	0	5,706
57,215	0	5,708
57,233	0	5,71
57,246	0	5,712
57,282	0	5,715
57,297	0	5,716
57,314	0	5,718
57,327	0	5,719
57,339	0	5,72
57,357	0	5,723
57,381	0	5,725
57,405	0	5,728
57,436	0	5,73
57,452	0	5,732
57,468	0	5,734
57,493	0	5,736
57,518	0	5,739
57,54	0	5,741
57,562	0	5,743
57,582	0	5,744
57,597	0	5,746
57,617	0	5,748
57,637	0	5,752
57,669	0	5,754
57,694	0	5,756
57,715	0	5,758
57,735	0	5,76
57,755	0	5,762
57,775	0	5,765
57,796	0	5,767
57,818	0	5,769
57,835	0	5,77
57,848	0	5,771
57,864	0	5,773
57,884	0	5,776
57,907	0	5,777
57,919	0	5,778
57,931	0	5,781
57,961	0	5,782
57,974	0	5,784
57,986	0	5,785
57,998	0	5,786
58,011	0	5,788
58,024	0	5,789
58,036	0	5,79
58,048	0	5,791
58,06	0	5,793
58,084	0	5,795
58,097	0	5,796
58,115	0	5,798
58,127	0	5,799
58,139	0	5,801
58,163	0	5,804
58,194	0	5,808
58,225	0	5,809
58,24	0	5,811
58,258	0	5,812
58,271	0	5,815
58,298	0	5,817
58,322	0	5,819
58,337	0	5,82
58,349	0	5,822
58,372	0	5,824
58,39	0	5,825
58,402	0	5,826
58,414	0	5,828
58,432	0	5,83
58,456	0	5,832
58,473	0	5,834
58,497	0	5,836
58,509	0	5,837
58,521	0	5,838
58,533	0	5,839
58,545	0	5,841
58,557	0	5,842
58,569	0	5,843
58,581	0	5,845
58,598	0	5,846
58,61	0	5,848
58,626	0	5,85
58,65	0	5,851
58,669	0	5,854
58,687	0	5,856
58,714	0	5,858
58,729	0	5,859
58,741	0	5,86
58,753	0	5,861
58,765	0	5,863
58,781	0	5,864
58,793	0	5,866
58,805	0	5,867
58,817	0	5,868
58,83	0	5,87
58,862	0	5,873
58,877	0	5,874
58,899	0	5,876
58,912	0	5,878
58,924	0	5,879
58,936	0	5,88
58,948	0	5,881
58,96	0	5,882
58,972	0	5,883
58,984	0	5,884
58,996	0	5,886
59,007	0	5,887
59,02	0	5,888
59,032	0	5,889
59,044	0	5,89
59,056	0	5,892
59,068	0	5,893
59,085	0	5,894
59,097	0	5,897
59,119	0	5,898
59,131	0	5,902
59,167	0	5,903
59,182	0	5,904
59,2	0	5,906
59,213	0	5,908
59,226	0	5,909
59,241	0	5,911
59,259	0	5,913
59,278	0	5,914
59,291	0	5,915
59,303	0	5,916
59,315	0	5,918
59,327	0	5,919
59,339	0	5,92
59,351	0	5,921
59,369	0	5,923
59,382	0	5,926
59,407	0	5,928
59,442	0	5,932
59,466	0	5,933
59,479	0	5,935
59,496	0	5,936
59,516	0	5,939
59,536	0	5,94
59,563	0	5,943
59,587	0	5,945
59,602	0	5,946
59,615	0	5,948
59,628	0	5,95
59,656	0	5,952
59,675	0	5,954
59,693	0	5,956
59,706	0	5,957
59,718	0	5,958
59,73	0	5,96
59,746	0	5,961
59,758	0	5,962
59,77	0	5,963
59,782	0	5,964
59,794	0	5,966
59,806	0	5,967
59,818	0	5,968
59,835	0	5,97
59,847	0	5,971
59,86	0	5,974
59,887	0	5,977
59,918	0	5,978
59,931	0	5,98
59,949	0	5,981
59,961	0	5,982
59,973	0	5,984
59,989	0	5,985
60,001	0	5,986
60,014	0	5,988
60,027	0	5,989
60,039	0	5,99
60,062	0	5,992
60,075	0	5,994
60,088	0	5,995
60,1	0	6,008
60,227	0	6,009
60,241	0	6,01
60,255	0	6,012
60,268	0	6,014
60,29	0	6,015
60,305	0	6,016
60,324	0	6,02
60,347	0	6,023
60,379	0	6,024
60,392	2	6,026
60,408	2	6,028
60,431	4	6,03
60,455	4	6,032
60,479	0	6,034
60,495	0	6,036
60,507	0	6,037
60,524	0	6,04
60,549	0	6,042
60,574	0	6,044
60,595	0	6,046
60,608	0	6,047
60,624	0	6,048
60,636	0	6,05
60,652	0	6,052
60,674	0	6,054
60,686	0	6,055
60,704	0	6,056
60,717	0	6,058
60,729	0	6,059
60,741	0	6,06
60,753	0	6,061
60,765	0	6,063
60,778	0	6,064
60,79	0	6,065
60,802	0	6,066
60,814	0	6,068
60,833	0	6,07
60,845	0	6,071
60,857	0	6,074
60,899	0	6,077
60,923	0	6,08
60,955	0	6,082
60,968	0	6,083
60,986	0	6,086
61,008	0	6,087
61,025	0	6,088
61,038	0	6,09
61,05	0	6,091
61,062	0	6,092
61,074	0	6,094
61,086	0	6,095
61,103	0	6,096
61,114	0	6,098
61,127	0	6,1
61,15	0	6,102
61,168	0	6,103
61,184	0	6,106
61,207	0	6,106
61,219	0	6,108
61,231	0	6,109
61,244	0	6,11
61,257	0	6,112
61,274	0	6,113
61,286	0	6,116
61,311	0	6,118
61,33	0	6,12
61,353	0	6,122
61,375	0	6,124
61,387	0	6,125
61,405	0	6,127
61,418	0	6,129
61,44	0	6,13
61,453	0	6,133
61,48	0	6,134
61,492	0	6,135
61,504	0	6,136
61,516	0	6,138
61,539	0	6,14
61,552	0	6,142
61,574	0	6,144
61,591	0	6,145
61,603	0	6,147
61,621	0	6,148
61,633	0	6,149
61,645	0	6,152
61,675	0	6,154
61,687	0	6,157
61,724	0	6,158
61,737	0	6,16
61,755	0	6,162
61,767	0	6,162
61,783	0	6,166
61,808	0	6,167
61,823	0	6,168
61,835	0	6,17
61,847	0	6,17
61,859	0	6,172
61,871	0	6,173
61,883	0	6,174
61,9	0	6,176
61,912	0	6,177
61,93	0	6,18
61,956	0	6,182
61,974	0	6,184
61,992	0	6,186
62,013	0	6,188
62,03	0	6,189
62,043	0	6,19
62,055	0	6,191
62,067	0	6,192
62,079	0	6,194
62,091	0	6,195
62,103	0	6,196
62,12	0	6,198
62,132	0	6,2
62,157	0	6,202
62,174	0	6,204
62,191	0	6,206
62,209	0	6,208
62,233	0	6,21
62,248	0	6,211
62,264	0	6,212
62,276	0	6,214
62,288	0	6,215
62,3	0	6,216
62,312	0	6,217
62,325	0	6,218
62,337	0	6,22
62,349	0	6,222
62,373	0	6,224
62,403	0	6,227
62,424	0	6,229
62,448	0	6,232
62,47	0	6,233
62,485	0	6,234
62,497	0	6,236
62,509	0	6,237
62,522	0	6,238
62,534	0	6,24
62,546	0	6,241
62,559	0	6,242
62,571	0	6,243
62,583	0	6,244
62,595	0	6,245
62,607	0	6,247
62,628	0	6,249
62,644	0	6,25
62,657	0	6,252
62,669	0	6,253
62,686	0	6,256
62,715	0	6,258
62,733	0	6,259
62,75	0	6,262
62,767	0	6,263
62,779	0	6,264
62,791	0	6,265
62,803	0	6,266
62,82	0	6,269
62,842	0	6,271
62,86	0	6,273
62,882	0	6,274
62,9	0	6,276
62,917	0	6,278
62,93	0	6,279
62,942	0	6,282
62,973	0	6,284
62,998	0	6,286
63,01	0	6,287
63,022	0	6,288
63,034	0	6,289
63,046	0	6,29
63,058	0	6,292
63,07	0	6,293
63,082	0	6,294
63,094	0	6,296
63,106	0	6,297
63,125	0	6,298
63,137	0	6,3
63,15	0	6,301
63,162	0	6,302
63,174	0	6,303
63,186	0	6,304
63,198	0	6,306
63,219	0	6,308
63,231	0	6,309
63,243	0	6,311
63,267	0	6,312
63,279	0	6,314
63,292	0	6,316
63,309	0	6,317
63,323	0	6,318
63,336	0	6,319
63,347	0	6,322
63,374	0	6,324
63,399	0	6,326
63,414	0	6,327
63,426	0	6,329
63,449	0	6,331
63,467	0	6,333
63,486	0	6,334
63,502	0	6,336
63,515	0	6,337
63,527	0	6,338
63,539	0	6,34
63,551	0	6,341
63,563	0	6,342
63,575	0	6,343
63,587	0	6,344
63,599	0	6,346
63,616	0	6,348
63,629	0	6,349
63,642	0	6,352
63,676	0	6,354
63,696	0	6,356
63,713	0	6,357
63,725	0	6,358
63,737	0	6,359
63,749	0	6,361
63,766	0	6,362
63,779	0	6,364
63,797	0	6,365
63,81	0	6,367
63,822	0	6,368
63,834	0	6,37
63,85	0	6,371
63,862	0	6,372
63,874	0	6,374
63,893	0	6,376
63,913	0	6,378
63,939	0	6,38
63,965	0	6,382
63,98	0	6,384
63,995	0	6,385
64,007	0	6,386
64,019	0	6,388
64,031	0	6,389
64,043	0	6,39
64,055	0	6,391
64,067	0	6,392
64,079	0	6,394
64,096	0	6,395
64,108	0	6,396
64,124	0	6,399
64,152	0	6,401
64,171	0	6,404
64,195	0	6,406
64,215	0	6,407
64,227	0	6,408
64,239	0	6,41
64,251	0	6,411
64,263	0	6,412
64,275	0	6,413
64,287	0	6,414
64,299	0	6,415
64,311	0	6,416
64,323	0	6,418
64,335	0	6,419
64,347	0	6,42
64,359	0	6,422
64,371	0	6,423
64,383	0	6,424
64,401	0	6,427
64,423	0	6,428
64,435	0	6,429
64,454	0	6,432
64,471	0	6,433
64,483	0	6,434
64,495	0	6,436
64,511	0	6,437
64,523	0	6,438
64,535	0	6,439
64,547	0	6,44
64,559	0	6,442
64,58	0	6,444
64,597	0	6,445
64,61	0	6,446
64,622	0	6,448
64,634	0	6,449
64,652	0	6,451
64,665	0	6,453
64,687	0	6,454
64,699	0	6,456
64,711	0	6,457
64,723	0	6,458
64,735	0	6,459
64,747	0	6,46
64,759	0	6,462
64,771	0	6,463
64,788	0	6,464
64,8	0	6,466
64,818	0	6,467
64,831	0	6,469
64,849	0	6,471
64,876	0	6,473
64,889	0	6,475
64,916	0	6,478
64,931	0	6,478
64,943	0	6,48
64,955	0	6,483
64,983	0	6,484
64,995	0	6,486
65,019	0	6,488
65,034	0	6,489
65,046	0	6,49
65,058	0	6,491
65,07	0	6,492
65,082	0	6,494
65,094	0	6,495
65,106	0	6,496
65,118	0	6,497
65,13	0	6,498
65,142	0	6,5
65,16	0	6,502
65,182	0	6,505
65,213	0	6,508
65,242	0	6,51
65,258	0	6,512
65,27	0	6,512
65,282	0	6,514
65,294	0	6,515
65,306	0	6,516
65,318	0	6,518
65,33	0	6,519
65,342	0	6,52
65,354	0	6,521
65,366	0	6,522
65,378	0	6,523
65,39	0	6,525
65,407	0	6,526
65,419	0	6,528
65,432	0	6,53
65,456	0	6,532
65,479	0	6,534
65,502	0	6,536
65,519	0	6,538
65,532	0	6,539
65,544	0	6,541
65,566	0	6,543
65,596	0	6,547
65,627	0	6,548
65,642	0	6,55
65,654	0	6,551
65,666	0	6,552
65,678	0	6,553
65,691	0	6,554
65,703	0	6,556
65,715	0	6,557
65,727	0	6,559
65,75	0	6,561
65,765	0	6,562
65,777	0	6,563
65,789	0	6,564
65,801	0	6,566
65,813	0	6,567
65,825	0	6,568
65,837	0	6,569
65,849	0	6,57
65,861	0	6,572
65,873	0	6,573
65,885	0	6,574
65,897	0	6,575
65,909	0	6,576
65,921	0	6,578
65,944	0	6,58
65,956	0	6,582
65,982	0	6,584
66,002	0	6,586
66,02	0	6,589
66,045	0	6,59
66,06	0	6,592
66,072	0	6,593
66,084	0	6,594
66,096	0	6,595
66,108	0	6,596
66,12	0	6,598
66,132	0	6,599
66,144	0	6,6
66,156	0	6,601
66,173	0	6,606
66,215	0	6,608
66,241	0	6,61
66,254	0	6,611
66,272	0	6,612
66,284	0	6,615
66,305	0	6,616
66,322	0	6,618
66,335	0	6,619
66,347	0	6,62
66,359	0	6,622
66,371	0	6,623
66,383	0	6,624
66,395	0	6,625
66,407	0	6,626
66,419	0	6,628
66,432	0	6,629
66,444	0	6,639
66,55	0	6,64
66,562	0	6,642
66,574	0	6,644
66,601	0	6,647
66,634	0	6,649
66,652	0	6,651
66,665	0	6,653
66,69	0	6,654
66,702	0	6,656
66,719	0	6,658
66,738	0	6,66
66,757	0	6,662
66,775	0	6,664
66,805	0	6,666
66,818	0	6,667
66,83	0	6,668
66,843	0	6,67
66,861	0	6,672
66,887	0	6,675
66,905	0	6,676
66,917	0	6,677
66,929	0	6,678
66,941	0	6,68
66,959	0	6,682
66,971	0	6,683
66,988	0	6,685
67,006	0	6,687
67,025	0	6,688
67,037	0	6,69
67,055	0	6,692
67,085	0	6,694
67,098	0	6,695
67,11	0	6,696
67,122	0	6,698
67,133	0	6,701
67,168	0	6,702
67,185	0	6,705
67,204	0	6,706
67,216	0	6,707
67,229	0	6,708
67,247	0	6,711
67,27	0	6,713
67,288	0	6,715
67,306	0	6,716
67,32	0	6,717
67,335	0	6,719
67,348	0	6,72
67,36	0	6,722
67,374	0	6,723
67,393	0	6,726
67,416	0	6,727
67,428	0	6,728
67,441	0	6,731
67,463	0	6,732
67,476	0	6,733
67,488	0	6,734
67,5	0	6,736
67,518	0	6,737
67,531	0	6,738
67,548	0	6,741
67,566	0	6,744
67,602	0	6,746
67,617	0	6,747
67,629	0	6,748
67,641	0	6,75
67,663	0	6,752
67,676	0	6,753
67,693	0	6,755
67,71	0	6,758
67,735	0	6,759
67,75	0	6,76
67,762	0	6,762
67,774	0	6,763
67,786	0	6,764
67,798	0	6,766
67,82	0	6,769
67,845	0	6,771
67,868	0	6,772
67,88	0	6,774
67,903	0	6,776
67,915	0	6,777
67,927	0	6,778
67,939	0	6,779
67,956	0	6,782
67,974	0	6,784
67,995	0	6,785
68,012	0	6,786
68,024	0	6,788
68,036	0	6,789
68,048	0	6,79
68,06	0	6,791
68,072	0	6,793
68,09	0	6,797
68,13	0	6,799
68,145	0	6,8
68,157	0	6,802
68,181	0	6,805
68,212	0	6,807
68,226	0	6,808
68,238	0	6,809
68,25	0	6,81
68,268	0	6,812
68,281	0	6,814
68,297	0	6,815
68,31	0	6,816
68,322	0	6,818
68,334	0	6,819
68,346	0	6,82
68,358	0	6,821
68,37	0	6,824
68,394	0	6,825
68,408	0	6,826
68,42	0	6,828
68,439	0	6,829
68,458	0	6,832
68,477	0	6,834
68,501	0	6,837
68,526	0	6,838
68,542	0	6,84
68,555	0	6,841
68,567	0	6,842
68,579	0	6,845
68,612	0	6,847
68,627	0	6,848
68,639	0	6,85
68,656	0	6,851
68,674	0	6,853
68,691	0	6,854
68,703	0	6,856
68,723	0	6,858
68,736	0	6,859
68,754	0	6,861
68,767	0	6,863
68,791	0	6,866
68,815	0	6,867
68,831	0	6,87
68,855	0	6,871
68,87	0	6,872
68,882	0	6,875
68,905	0	6,876
68,922	0	6,878
68,934	0	6,88
68,967	0	6,883
68,99	0	6,885
69,007	0	6,886
69,019	0	6,887
69,031	0	6,888
69,046	0	6,891
69,071	0	6,892
69,083	0	6,895
69,107	0	6,896
69,119	0	6,897
69,131	0	6,898
69,143	0	6,9
69,155	0	6,902
69,174	0	6,915
69,308	0	6,917
69,331	0	6,919
69,351	0	6,92
69,364	0	6,922
69,376	0	6,924
69,4	0	6,926
69,423	0	6,929
69,449	0	6,932
69,474	0	6,933
69,487	0	6,934
69,499	0	6,936
69,517	0	6,938
69,536	0	6,94
69,556	0	6,942
69,575	0	6,944
69,594	0	6,946
69,613	0	6,947
69,632	0	6,948
69,644	0	6,95
69,671	0	6,953
69,692	0	6,956
69,719	0	6,958
69,74	0	6,96
69,761	0	6,962
69,775	0	6,964
69,795	0	6,966
69,819	0	6,968
69,839	0	6,97
69,86	0	6,972
69,878	0	6,974
69,897	0	6,975
69,912	0	6,977
69,93	0	6,979
69,948	0	6,981
69,972	0	6,984
69,999	0	6,986
70,021	0	6,988
70,043	0	6,99
70,063	0	6,992
70,083	0	6,994
70,104	0	6,997
70,127	0	6,999
70,145	0	7
70,158	0	7,001
70,171	0	7,003
70,191	0	7,006
70,219	0	7,008
70,245	0	7,01
70,265	0	7,012
70,282	0	7,014
70,294	0	7,015
70,306	0	7,016
70,318	0	7,017
70,33	0	7,018
70,343	0	7,02
70,355	0	7,022
70,373	0	7,022
70,391	0	7,025
70,41	0	7,028
70,435	0	7,029
70,45	0	7,03
70,462	0	7,032
70,486	0	7,035
70,51	0	7,036
70,528	0	7,038
70,541	0	7,04
70,562	0	7,042
70,574	0	7,043
70,586	0	7,044
70,598	0	7,045
70,611	0	7,047
70,63	0	7,049
70,653	0	7,051
70,671	0	7,052
70,687	0	7,054
70,7	0	7,055
70,712	0	7,056
70,725	0	7,059
70,752	0	7,061
70,772	0	7,063
70,789	0	7,064
70,801	0	7,066
70,813	0	7,067
70,825	0	7,068
70,838	0	7,069
70,85	0	7,07
70,862	0	7,072
70,874	0	7,073
70,886	0	7,074
70,898	0	7,075
70,91	0	7,076
70,922	0	7,078
70,939	0	7,079
70,952	0	7,081
70,973	0	7,082
70,986	0	7,085
71,009	0	7,087
71,028	0	7,088
71,045	0	7,09
71,057	0	7,091
71,069	0	7,092
71,081	0	7,093
71,093	0	7,094
71,105	0	7,096
71,117	0	7,097
71,129	0	7,098
71,141	0	7,099
71,153	0	7,1
71,165	0	7,102
71,183	0	7,104
71,195	0	7,106
71,218	0	7,107
71,232	0	7,109
71,253	0	7,111
71,271	0	7,112
71,283	0	7,114
71,295	0	7,115
71,307	0	7,118
71,335	0	7,119
71,352	0	7,121
71,374	0	7,124
71,404	0	7,126
71,419	0	7,127
71,432	0	7,128
71,444	0	7,13
71,456	0	7,132
71,474	0	7,133
71,491	0	7,135
71,511	0	7,138
71,541	0	7,139
71,554	0	7,141
71,575	0	7,143
71,592	0	7,146
71,616	0	7,147
71,629	0	7,148
71,641	0	7,149
71,653	0	7,151
71,665	0	7,155
71,708	0	7,156
71,723	0	7,158
71,74	0	7,16
71,757	0	7,161
71,77	0	7,162
71,782	0	7,164
71,804	0	7,166
71,817	0	7,167
71,829	0	7,169
71,85	0	7,171
71,871	0	7,173
71,889	0	7,174
71,901	0	7,176
71,918	0	7,178
71,939	0	7,18
71,964	0	7,184
71,998	0	7,186
72,018	0	7,187
72,031	0	7,188
72,043	0	7,189
72,055	0	7,192
72,084	0	7,194
72,101	0	7,195
72,113	0	7,196
72,125	0	7,198
72,137	0	7,2
72,155	0	7,201
72,167	0	7,202
72,179	0	7,204
72,203	0	7,207
72,227	0	7,208
72,251	0	7,212
72,28	0	7,214
72,294	0	7,215
72,307	0	7,216
72,319	0	7,217
72,331	0	7,218
72,343	0	7,22
72,355	0	7,222
72,375	0	7,223
72,387	0	7,224
72,4	0	7,225
72,412	0	7,226
72,425	0	7,228
72,445	0	7,23
72,458	0	7,232
72,48	0	7,233
72,492	0	7,236
72,516	0	7,237
72,529	0	7,238
72,541	0	7,24
72,564	0	7,242
72,582	0	7,244
72,594	0	7,244
72,606	0	7,246
72,619	0	7,247
72,632	0	7,248
72,644	0	7,25
72,656	0	7,251
72,68	0	7,255
72,715	0	7,257
