water2	water2	water2	
Force	Distance	Time	
g	mm	sec	

0.149433	7.304	14.61	
0.159956	7.307	14.615	
0.128386	7.309	14.62	
0.145223	7.312	14.625	
0.151538	7.314	14.63	
0.164166	7.317	14.635	
0.164166	7.319	14.64	
0.143119	7.322	14.645	
0.168375	7.324	14.65	
0.17048	7.327	14.655	
0.157852	7.329	14.66	
0.17048	7.332	14.665	
0.172584	7.334	14.67	
0.155747	7.337	14.675	
0.159956	7.339	14.68	
0.128386	7.342	14.685	
0.149433	7.344	14.69	
0.153642	7.347	14.695	
0.143119	7.349	14.7	
0.187317	7.352	14.705	
0.20205	7.354	14.71	
0.218888	7.357	14.715	
0.183108	7.359	14.72	
0.147328	7.362	14.725	
0.164166	7.364	14.73	
0.132595	7.367	14.735	
0.105234	7.369	14.74	
0.115758	7.372	14.745	
0.1347	7.374	14.75	
0.147328	7.377	14.755	
0.16627	7.379	14.76	
0.162061	7.382	14.765	
0.185213	7.384	14.77	
0.189422	7.387	14.775	
0.191527	7.389	14.78	
0.197841	7.392	14.785	
0.20205	7.394	14.79	
0.193631	7.397	14.795	
0.178898	7.399	14.8	
0.157852	7.402	14.805	
0.151538	7.404	14.81	
0.145223	7.407	14.815	
0.157852	7.409	14.82	
0.195736	7.412	14.825	
0.164166	7.414	14.83	
0.164166	7.417	14.835	
0.183108	7.419	14.84	
0.178898	7.422	14.845	
0.164166	7.424	14.85	
0.159956	7.427	14.855	
0.149433	7.429	14.86	
0.195736	7.432	14.865	
0.187317	7.434	14.87	
0.187317	7.437	14.875	
0.168375	7.439	14.88	
0.155747	7.442	14.885	
0.145223	7.444	14.89	
0.126281	7.447	14.895	
0.1347	7.449	14.9	
0.145223	7.452	14.905	
0.145223	7.454	14.91	
0.174689	7.457	14.915	
0.183108	7.459	14.92	
0.16627	7.462	14.925	
0.157852	7.464	14.93	
0.151538	7.467	14.935	
0.130491	7.469	14.94	
0.136805	7.472	14.945	
0.124177	7.474	14.95	
0.117863	7.477	14.955	
0.143119	7.479	14.96	
0.143119	7.482	14.965	
0.164166	7.484	14.97	
0.172584	7.487	14.975	
0.208364	7.489	14.98	
0.214678	7.492	14.985	
0.208364	7.494	14.99	
0.204155	7.497	14.995	
0.206259	7.499	15	
0.178898	7.502	15.005	
0.159956	7.504	15.01	
0.143119	7.507	15.015	
0.130491	7.509	15.02	
0.124177	7.512	15.025	
0.10313	7.514	15.03	
0.115758	7.517	15.035	
0.132595	7.519	15.04	
0.128386	7.522	15.045	
0.126281	7.524	15.05	
0.136805	7.527	15.055	
0.172584	7.529	15.06	
0.168375	7.532	15.065	
0.176794	7.534	15.07	
0.181003	7.537	15.075	
0.216783	7.539	15.08	
0.193631	7.542	15.085	
0.195736	7.544	15.09	
0.172584	7.547	15.095	
0.17048	7.549	15.1	
0.168375	7.552	15.105	
0.132595	7.554	15.11	
0.117863	7.557	15.115	
0.115758	7.559	15.12	
0.10313	7.562	15.125	
0.122072	7.564	15.13	
0.141014	7.567	15.135	
0.151538	7.569	15.14	
0.16627	7.572	15.145	
0.151538	7.574	15.15	
0.172584	7.577	15.155	
0.172584	7.579	15.16	
0.157852	7.582	15.165	
0.181003	7.584	15.17	
0.181003	7.587	15.175	
0.191527	7.589	15.18	
0.185213	7.592	15.185	
0.189422	7.594	15.19	
0.214678	7.597	15.195	
0.197841	7.599	15.2	
0.153642	7.602	15.205	
0.164166	7.604	15.21	
0.145223	7.607	15.215	
0.109444	7.609	15.22	
0.117863	7.612	15.225	
0.126281	7.614	15.23	
0.130491	7.617	15.235	
0.149433	7.619	15.24	
0.143119	7.622	15.245	
0.174689	7.624	15.25	
0.189422	7.627	15.255	
0.181003	7.629	15.26	
0.187317	7.632	15.265	
0.210469	7.634	15.27	
0.212573	7.637	15.275	
0.187317	7.639	15.28	
0.174689	7.642	15.285	
0.183108	7.644	15.29	
0.191527	7.647	15.295	
0.147328	7.649	15.3	
0.1347	7.652	15.305	
0.124177	7.654	15.31	
0.122072	7.657	15.315	
0.0947109	7.659	15.32	
0.126281	7.662	15.325	
0.162061	7.664	15.33	
0.174689	7.667	15.335	
0.168375	7.669	15.34	
0.208364	7.672	15.345	
0.254667	7.674	15.35	
0.242039	7.677	15.355	
0.227306	7.679	15.36	
0.176794	7.682	15.365	
0.189422	7.684	15.37	
0.157852	7.687	15.375	
0.122072	7.689	15.38	
0.122072	7.692	15.385	
0.126281	7.694	15.39	
0.136805	7.697	15.395	
0.141014	7.699	15.4	
0.17048	7.702	15.405	
0.189422	7.704	15.41	
0.183108	7.707	15.415	
0.176794	7.709	15.42	
0.204155	7.712	15.425	
0.210469	7.714	15.43	
0.210469	7.717	15.435	
0.216783	7.719	15.44	
0.191527	7.722	15.445	
0.176794	7.724	15.45	
0.159956	7.727	15.455	
0.126281	7.729	15.46	
0.143119	7.732	15.465	
0.136805	7.734	15.47	
0.143119	7.737	15.475	
0.172584	7.739	15.48	
0.191527	7.742	15.485	
0.20205	7.744	15.49	
0.181003	7.747	15.495	
0.189422	7.749	15.5	
0.185213	7.752	15.505	
0.164166	7.754	15.51	
0.16627	7.757	15.515	
0.183108	7.759	15.52	
0.187317	7.762	15.525	
0.174689	7.764	15.53	
0.178898	7.767	15.535	
0.172584	7.769	15.54	
0.183108	7.772	15.545	
0.147328	7.774	15.55	
0.136805	7.777	15.555	
0.16627	7.779	15.56	
0.162061	7.782	15.565	
0.172584	7.784	15.57	
0.164166	7.787	15.575	
0.16627	7.789	15.58	
0.191527	7.792	15.585	
0.174689	7.794	15.59	
0.168375	7.797	15.595	
0.193631	7.799	15.6	
0.185213	7.802	15.605	
0.191527	7.804	15.61	
0.181003	7.807	15.615	
0.172584	7.809	15.62	
0.199945	7.812	15.625	
0.168375	7.814	15.63	
0.157852	7.817	15.635	
0.157852	7.819	15.64	
0.149433	7.822	15.645	
0.159956	7.824	15.65	
0.164166	7.827	15.655	
0.168375	7.829	15.66	
0.157852	7.832	15.665	
0.145223	7.834	15.67	
0.181003	7.837	15.675	
0.183108	7.839	15.68	
0.176794	7.842	15.685	
0.187317	7.844	15.69	
0.218888	7.847	15.695	
0.235725	7.849	15.7	
0.218888	7.852	15.705	
0.185213	7.854	15.71	
0.178898	7.857	15.715	
0.157852	7.859	15.72	
0.1347	7.862	15.725	
0.124177	7.864	15.73	
0.136805	7.867	15.735	
0.132595	7.869	15.74	
0.159956	7.872	15.745	
0.17048	7.874	15.75	
0.214678	7.877	15.755	
0.197841	7.879	15.76	
0.162061	7.882	15.765	
0.185213	7.884	15.77	
0.183108	7.887	15.775	
0.187317	7.889	15.78	
0.176794	7.892	15.785	
0.181003	7.894	15.79	
0.204155	7.897	15.795	
0.220992	7.899	15.8	
0.193631	7.902	15.805	
0.178898	7.904	15.81	
0.145223	7.907	15.815	
0.128386	7.909	15.82	
0.149433	7.912	15.825	
0.153642	7.914	15.83	
0.185213	7.917	15.835	
0.212573	7.919	15.84	
0.208364	7.922	15.845	
0.214678	7.924	15.85	
0.223097	7.927	15.855	
0.193631	7.929	15.86	
0.181003	7.932	15.865	
0.174689	7.934	15.87	
0.210469	7.937	15.875	
0.20205	7.939	15.88	
0.17048	7.942	15.885	
0.189422	7.944	15.89	
0.197841	7.947	15.895	
0.172584	7.949	15.9	
0.159956	7.952	15.905	
0.183108	7.954	15.91	
0.197841	7.957	15.915	
0.210469	7.959	15.92	
0.16627	7.962	15.925	
0.164166	7.964	15.93	
0.159956	7.967	15.935	
0.136805	7.969	15.94	
0.119967	7.972	15.945	
0.132595	7.974	15.95	
0.174689	7.977	15.955	
0.191527	7.979	15.96	
0.212573	7.982	15.965	
0.246248	7.984	15.97	
0.248353	7.987	15.975	
0.218888	7.989	15.98	
0.208364	7.992	15.985	
0.185213	7.994	15.99	
0.172584	7.997	15.995	
0.136805	7.999	16	
0.113653	8.002	16.005	
0.130491	8.004	16.01	
0.119967	8.007	16.015	
0.101025	8.009	16.02	
0.122072	8.012	16.025	
0.132595	8.014	16.03	
0.155747	8.017	16.035	
0.183108	8.019	16.04	
0.197841	8.022	16.045	
0.231516	8.024	16.05	
0.23362	8.027	16.055	
0.218888	8.029	16.06	
0.246248	8.032	16.065	
0.223097	8.034	16.07	
0.210469	8.037	16.075	
0.181003	8.039	16.08	
0.162061	8.042	16.085	
0.162061	8.044	16.09	
0.143119	8.047	16.095	
0.126281	8.049	16.1	
0.143119	8.052	16.105	
0.147328	8.054	16.11	
0.155747	8.057	16.115	
0.176794	8.059	16.12	
0.191527	8.062	16.125	
0.235725	8.064	16.13	
0.212573	8.067	16.135	
0.204155	8.069	16.14	
0.191527	8.072	16.145	
0.162061	8.074	16.15	
0.151538	8.077	16.155	
0.1347	8.079	16.16	
0.126281	8.082	16.165	
0.162061	8.084	16.17	
0.199945	8.087	16.175	
0.218888	8.089	16.18	
0.239934	8.092	16.185	
0.212573	8.094	16.19	
0.218888	8.097	16.195	
0.229411	8.099	16.2	
0.204155	8.102	16.205	
0.159956	8.104	16.21	
0.141014	8.107	16.215	
0.124177	8.109	16.22	
0.115758	8.112	16.225	
0.0989203	8.114	16.23	
0.107339	8.117	16.235	
0.136805	8.119	16.24	
0.155747	8.122	16.245	
0.174689	8.124	16.25	
0.20205	8.127	16.255	
0.23362	8.129	16.26	
0.242039	8.132	16.265	
0.258877	8.134	16.27	
0.263086	8.137	16.275	
0.250458	8.139	16.28	
0.218888	8.142	16.285	
0.206259	8.144	16.29	
0.17048	8.147	16.295	
0.136805	8.149	16.3	
0.126281	8.152	16.305	
0.0968156	8.154	16.31	
0.105234	8.157	16.315	
0.124177	8.159	16.32	
0.124177	8.162	16.325	
0.164166	8.164	16.33	
0.20205	8.167	16.335	
0.246248	8.169	16.34	
0.282028	8.172	16.345	
0.284133	8.174	16.35	
0.252563	8.177	16.355	
0.246248	8.179	16.36	
0.195736	8.182	16.365	
0.153642	8.184	16.37	
0.0926063	8.187	16.375	
0.0905016	8.189	16.38	
0.0989203	8.192	16.385	
0.115758	8.194	16.39	
0.130491	8.197	16.395	
0.168375	8.199	16.4	
0.155747	8.202	16.405	
0.183108	8.204	16.41	
0.206259	8.207	16.415	
0.208364	8.209	16.42	
0.223097	8.212	16.425	
0.218888	8.214	16.43	
0.254667	8.217	16.435	
0.235725	8.219	16.44	
0.193631	8.222	16.445	
0.193631	8.224	16.45	
0.187317	8.227	16.455	
0.151538	8.229	16.46	
0.141014	8.232	16.465	
0.126281	8.234	16.47	
0.119967	8.237	16.475	
0.119967	8.239	16.48	
0.109444	8.242	16.485	
0.138909	8.244	16.49	
0.174689	8.247	16.495	
0.178898	8.249	16.5	
0.191527	8.252	16.505	
0.193631	8.254	16.51	
0.199945	8.257	16.515	
0.195736	8.259	16.52	
0.153642	8.262	16.525	
0.16627	8.264	16.53	
0.181003	8.267	16.535	
0.168375	8.269	16.54	
0.168375	8.272	16.545	
0.197841	8.274	16.55	
0.227306	8.277	16.555	
0.212573	8.279	16.56	
0.191527	8.282	16.565	
0.208364	8.284	16.57	
0.223097	8.287	16.575	
0.187317	8.289	16.58	
0.178898	8.292	16.585	
0.159956	8.294	16.59	
0.143119	8.297	16.595	
0.138909	8.299	16.6	
0.0989203	8.302	16.605	
0.155747	8.304	16.61	
0.147328	8.307	16.615	
0.113653	8.309	16.62	
0.151538	8.312	16.625	
0.174689	8.314	16.63	
0.189422	8.317	16.635	
0.178898	8.319	16.64	
0.168375	8.322	16.645	
0.208364	8.324	16.65	
0.225202	8.327	16.655	
0.185213	8.329	16.66	
0.218888	8.332	16.665	
0.185213	8.334	16.67	
0.178898	8.337	16.675	
0.145223	8.339	16.68	
0.136805	8.342	16.685	
0.132595	8.344	16.69	
0.115758	8.347	16.695	
0.126281	8.349	16.7	
0.155747	8.352	16.705	
0.176794	8.354	16.71	
0.206259	8.357	16.715	
0.212573	8.359	16.72	
0.244144	8.362	16.725	
0.246248	8.364	16.73	
0.229411	8.367	16.735	
0.208364	8.369	16.74	
0.197841	8.372	16.745	
0.153642	8.374	16.75	
0.119967	8.377	16.755	
0.105234	8.379	16.76	
0.0862922	8.382	16.765	
0.111548	8.384	16.77	
0.111548	8.387	16.775	
0.1347	8.389	16.78	
0.157852	8.392	16.785	
0.183108	8.394	16.79	
0.212573	8.397	16.795	
0.239934	8.399	16.8	
0.246248	8.402	16.805	
0.250458	8.404	16.81	
0.225202	8.407	16.815	
0.216783	8.409	16.82	
0.20205	8.412	16.825	
0.185213	8.414	16.83	
0.153642	8.417	16.835	
0.136805	8.419	16.84	
0.124177	8.422	16.845	
0.130491	8.424	16.85	
0.130491	8.427	16.855	
0.128386	8.429	16.86	
0.147328	8.432	16.865	
0.172584	8.434	16.87	
0.195736	8.437	16.875	
0.206259	8.439	16.88	
0.191527	8.442	16.885	
0.214678	8.444	16.89	
0.216783	8.447	16.895	
0.206259	8.449	16.9	
0.204155	8.452	16.905	
0.176794	8.454	16.91	
0.183108	8.457	16.915	
0.168375	8.459	16.92	
0.172584	8.462	16.925	
0.153642	8.464	16.93	
0.153642	8.467	16.935	
0.168375	8.469	16.94	
0.183108	8.472	16.945	
0.176794	8.474	16.95	
0.199945	8.477	16.955	
0.193631	8.479	16.96	
0.168375	8.482	16.965	
0.157852	8.484	16.97	
0.16627	8.487	16.975	
0.174689	8.489	16.98	
0.210469	8.492	16.985	
0.199945	8.494	16.99	
0.195736	8.497	16.995	
0.208364	8.499	17	
0.17048	8.502	17.005	
0.155747	8.504	17.01	
0.162061	8.507	17.015	
0.153642	8.509	17.02	
0.181003	8.512	17.025	
0.191527	8.514	17.03	
0.212573	8.517	17.035	
0.212573	8.519	17.04	
0.197841	8.522	17.045	
0.176794	8.524	17.05	
0.151538	8.527	17.055	
0.138909	8.529	17.06	
0.130491	8.532	17.065	
0.138909	8.534	17.07	
0.204155	8.537	17.075	
0.220992	8.539	17.08	
0.246248	8.542	17.085	
0.248353	8.544	17.09	
0.23362	8.547	17.095	
0.191527	8.549	17.1	
0.172584	8.552	17.105	
0.157852	8.554	17.11	
0.159956	8.557	17.115	
0.155747	8.559	17.12	
0.138909	8.562	17.125	
0.155747	8.564	17.13	
0.155747	8.567	17.135	
0.147328	8.569	17.14	
0.149433	8.572	17.145	
0.176794	8.574	17.15	
0.189422	8.577	17.155	
0.199945	8.579	17.16	
0.204155	8.582	17.165	
0.210469	8.584	17.17	
0.216783	8.587	17.175	
0.199945	8.589	17.18	
0.216783	8.592	17.185	
0.216783	8.594	17.19	
0.20205	8.597	17.195	
0.176794	8.599	17.2	
0.1347	8.602	17.205	
0.113653	8.604	17.21	
0.115758	8.607	17.215	
0.105234	8.609	17.22	
0.130491	8.612	17.225	
0.147328	8.614	17.23	
0.193631	8.617	17.235	
0.220992	8.619	17.24	
0.227306	8.622	17.245	
0.23783	8.624	17.25	
0.231516	8.627	17.255	
0.20205	8.629	17.26	
0.185213	8.632	17.265	
0.16627	8.634	17.27	
0.178898	8.637	17.275	
0.183108	8.639	17.28	
0.172584	8.642	17.285	
0.174689	8.644	17.29	
0.16627	8.647	17.295	
0.159956	8.649	17.3	
0.147328	8.652	17.305	
0.159956	8.654	17.31	
0.136805	8.657	17.315	
0.138909	8.659	17.32	
0.143119	8.662	17.325	
0.17048	8.664	17.33	
0.185213	8.667	17.335	
0.168375	8.669	17.34	
0.191527	8.672	17.345	
0.218888	8.674	17.35	
0.225202	8.677	17.355	
0.197841	8.679	17.36	
0.181003	8.682	17.365	
0.187317	8.684	17.37	
0.189422	8.687	17.375	
0.155747	8.689	17.38	
0.162061	8.692	17.385	
0.151538	8.694	17.39	
0.155747	8.697	17.395	
0.143119	8.699	17.4	
0.145223	8.702	17.405	
0.168375	8.704	17.41	
0.145223	8.707	17.415	
0.143119	8.709	17.42	
0.153642	8.712	17.425	
0.210469	8.714	17.43	
0.218888	8.717	17.435	
0.216783	8.719	17.44	
0.220992	8.722	17.445	
0.231516	8.724	17.45	
0.23362	8.727	17.455	
0.191527	8.729	17.46	
0.199945	8.732	17.465	
0.172584	8.734	17.47	
0.155747	8.737	17.475	
0.1347	8.739	17.48	
0.1347	8.742	17.485	
0.149433	8.744	17.49	
0.155747	8.747	17.495	
0.172584	8.749	17.5	
0.20205	8.752	17.505	
0.197841	8.754	17.51	
0.178898	8.757	17.515	
0.164166	8.759	17.52	
0.172584	8.762	17.525	
0.168375	8.764	17.53	
0.149433	8.767	17.535	
0.159956	8.769	17.54	
0.199945	8.772	17.545	
0.204155	8.774	17.55	
0.195736	8.777	17.555	
0.210469	8.779	17.56	
0.212573	8.782	17.565	
0.187317	8.784	17.57	
0.16627	8.787	17.575	
0.174689	8.789	17.58	
0.189422	8.792	17.585	
0.195736	8.794	17.59	
0.174689	8.797	17.595	
0.204155	8.799	17.6	
0.195736	8.802	17.605	
0.164166	8.804	17.61	
0.145223	8.807	17.615	
0.132595	8.809	17.62	
0.147328	8.812	17.625	
0.141014	8.814	17.63	
0.159956	8.817	17.635	
0.210469	8.819	17.64	
0.235725	8.822	17.645	
0.23362	8.824	17.65	
0.220992	8.827	17.655	
0.193631	8.829	17.66	
0.181003	8.832	17.665	
0.151538	8.834	17.67	
0.151538	8.837	17.675	
0.187317	8.839	17.68	
0.178898	8.842	17.685	
0.187317	8.844	17.69	
0.206259	8.847	17.695	
0.223097	8.849	17.7	
0.216783	8.852	17.705	
0.185213	8.854	17.71	
0.174689	8.857	17.715	
0.197841	8.859	17.72	
0.17048	8.862	17.725	
0.195736	8.864	17.73	
0.197841	8.867	17.735	
0.20205	8.869	17.74	
0.197841	8.872	17.745	
0.172584	8.874	17.75	
0.195736	8.877	17.755	
0.20205	8.879	17.76	
0.172584	8.882	17.765	
0.16627	8.884	17.77	
0.20205	8.887	17.775	
0.197841	8.889	17.78	
0.178898	8.892	17.785	
0.141014	8.894	17.79	
0.185213	8.897	17.795	
0.216783	8.899	17.8	
0.206259	8.902	17.805	
0.197841	8.904	17.81	
0.229411	8.907	17.815	
0.218888	8.909	17.82	
0.191527	8.912	17.825	
0.164166	8.914	17.83	
0.174689	8.917	17.835	
0.193631	8.919	17.84	
0.159956	8.922	17.845	
0.183108	8.924	17.85	
0.214678	8.927	17.855	
0.195736	8.929	17.86	
0.153642	8.932	17.865	
0.151538	8.934	17.87	
0.155747	8.937	17.875	
0.168375	8.939	17.88	
0.130491	8.942	17.885	
0.1347	8.944	17.89	
0.178898	8.947	17.895	
0.174689	8.949	17.9	
0.178898	8.952	17.905	
0.197841	8.954	17.91	
0.212573	8.957	17.915	
0.214678	8.959	17.92	
0.185213	8.962	17.925	
0.183108	8.964	17.93	
0.176794	8.967	17.935	
0.162061	8.969	17.94	
0.159956	8.972	17.945	
0.155747	8.974	17.95	
0.191527	8.977	17.955	
0.199945	8.979	17.96	
0.172584	8.982	17.965	
0.181003	8.984	17.97	
0.174689	8.987	17.975	
0.17048	8.989	17.98	
0.138909	8.992	17.985	
0.151538	8.994	17.99	
0.17048	8.997	17.995	
0.168375	8.999	18	
0.176794	9.002	18.005	
0.168375	9.004	18.01	
0.185213	9.007	18.015	
0.185213	9.009	18.02	
0.191527	9.012	18.025	
0.195736	9.014	18.03	
0.204155	9.017	18.035	
0.220992	9.019	18.04	
0.235725	9.022	18.045	
0.244144	9.024	18.05	
0.229411	9.027	18.055	
0.195736	9.029	18.06	
0.193631	9.032	18.065	
0.168375	9.034	18.07	
0.143119	9.037	18.075	
0.128386	9.039	18.08	
0.115758	9.042	18.085	
0.105234	9.044	18.09	
0.126281	9.047	18.095	
0.136805	9.049	18.1	
0.178898	9.052	18.105	
0.204155	9.054	18.11	
0.20205	9.057	18.115	
0.248353	9.059	18.12	
0.248353	9.062	18.125	
0.244144	9.064	18.13	
0.231516	9.067	18.135	
0.204155	9.069	18.14	
0.216783	9.072	18.145	
0.208364	9.074	18.15	
0.185213	9.077	18.155	
0.168375	9.079	18.16	
0.162061	9.082	18.165	
0.178898	9.084	18.17	
0.157852	9.087	18.175	
0.159956	9.089	18.18	
0.168375	9.092	18.185	
0.178898	9.094	18.19	
0.176794	9.097	18.195	
0.208364	9.099	18.2	
0.23362	9.102	18.205	
0.23783	9.104	18.21	
0.231516	9.107	18.215	
0.218888	9.109	18.22	
0.229411	9.112	18.225	
0.17048	9.114	18.23	
0.162061	9.117	18.235	
0.172584	9.119	18.24	
0.145223	9.122	18.245	
0.172584	9.124	18.25	
0.162061	9.127	18.255	
0.191527	9.129	18.26	
0.218888	9.132	18.265	
0.223097	9.134	18.27	
0.212573	9.137	18.275	
0.223097	9.139	18.28	
0.199945	9.142	18.285	
0.189422	9.144	18.29	
0.172584	9.147	18.295	
0.157852	9.149	18.3	
0.155747	9.152	18.305	
0.159956	9.154	18.31	
0.155747	9.157	18.315	
0.176794	9.159	18.32	
0.174689	9.162	18.325	
0.181003	9.164	18.33	
0.208364	9.167	18.335	
0.214678	9.169	18.34	
0.214678	9.172	18.345	
0.206259	9.174	18.35	
0.195736	9.177	18.355	
0.218888	9.179	18.36	
0.210469	9.182	18.365	
0.210469	9.184	18.37	
0.231516	9.187	18.375	
0.210469	9.189	18.38	
0.206259	9.192	18.385	
0.164166	9.194	18.39	
0.168375	9.197	18.395	
0.174689	9.199	18.4	
0.147328	9.202	18.405	
0.178898	9.204	18.41	
0.235725	9.207	18.415	
0.244144	9.209	18.42	
0.265191	9.212	18.425	
0.231516	9.214	18.43	
0.225202	9.217	18.435	
0.206259	9.219	18.44	
0.168375	9.222	18.445	
0.159956	9.224	18.45	
0.157852	9.227	18.455	
0.155747	9.229	18.46	
0.157852	9.232	18.465	
0.178898	9.234	18.47	
0.187317	9.237	18.475	
0.197841	9.239	18.48	
0.191527	9.242	18.485	
0.191527	9.244	18.49	
0.208364	9.247	18.495	
0.204155	9.249	18.5	
0.206259	9.252	18.505	
0.185213	9.254	18.51	
0.189422	9.257	18.515	
0.183108	9.259	18.52	
0.17048	9.262	18.525	
0.178898	9.264	18.53	
0.191527	9.267	18.535	
0.185213	9.269	18.54	
0.204155	9.272	18.545	
0.214678	9.274	18.55	
0.231516	9.277	18.555	
0.23783	9.279	18.56	
0.212573	9.282	18.565	
0.225202	9.284	18.57	
0.252563	9.287	18.575	
0.223097	9.289	18.58	
0.227306	9.292	18.585	
0.189422	9.294	18.59	
0.17048	9.297	18.595	
0.16627	9.299	18.6	
0.136805	9.302	18.605	
0.172584	9.304	18.61	
0.178898	9.307	18.615	
0.164166	9.309	18.62	
0.239934	9.312	18.625	
0.267295	9.314	18.63	
0.279923	9.317	18.635	
0.271505	9.319	18.64	
0.258877	9.322	18.645	
0.267295	9.324	18.65	
0.235725	9.327	18.655	
0.206259	9.329	18.66	
0.176794	9.332	18.665	
0.159956	9.334	18.67	
0.145223	9.337	18.675	
0.124177	9.339	18.68	
0.128386	9.342	18.685	
0.172584	9.344	18.69	
0.210469	9.347	18.695	
0.218888	9.349	18.7	
0.258877	9.352	18.705	
0.294656	9.354	18.71	
0.311494	9.357	18.715	
0.309389	9.359	18.72	
0.275714	9.362	18.725	
0.252563	9.364	18.73	
0.229411	9.367	18.735	
0.197841	9.369	18.74	
0.17048	9.372	18.745	
0.155747	9.374	18.75	
0.119967	9.377	18.755	
0.128386	9.379	18.76	
0.10313	9.382	18.765	
0.126281	9.384	18.77	
0.157852	9.387	18.775	
0.189422	9.389	18.78	
0.256772	9.392	18.785	
0.294656	9.394	18.79	
0.307284	9.397	18.795	
0.330436	9.399	18.8	
0.30097	9.402	18.805	
0.298866	9.404	18.81	
0.248353	9.407	18.815	
0.218888	9.409	18.82	
0.216783	9.412	18.825	
0.181003	9.414	18.83	
0.157852	9.417	18.835	
0.147328	9.419	18.84	
0.164166	9.422	18.845	
0.187317	9.424	18.85	
0.199945	9.427	18.855	
0.206259	9.429	18.86	
0.239934	9.432	18.865	
0.258877	9.434	18.87	
0.246248	9.437	18.875	
0.252563	9.439	18.88	
0.227306	9.442	18.885	
0.212573	9.444	18.89	
0.20205	9.447	18.895	
0.185213	9.449	18.9	
0.214678	9.452	18.905	
0.193631	9.454	18.91	
0.204155	9.457	18.915	
0.212573	9.459	18.92	
0.212573	9.462	18.925	
0.248353	9.464	18.93	
0.225202	9.467	18.935	
0.23362	9.469	18.94	
0.258877	9.472	18.945	
0.252563	9.474	18.95	
0.23362	9.477	18.955	
0.231516	9.479	18.96	
0.204155	9.482	18.965	
0.174689	9.484	18.97	
0.174689	9.487	18.975	
0.187317	9.489	18.98	
0.199945	9.492	18.985	
0.193631	9.494	18.99	
0.218888	9.497	18.995	
0.271505	9.499	19	
0.267295	9.499	19.005	
0.271505	9.496	19.01	
0.185213	9.494	19.015	
-0.0736641	9.491	19.02	
-0.265191	9.489	19.025	
-0.273609	9.486	19.03	
-0.271505	9.484	19.035	
-0.330436	9.481	19.04	
-0.324122	9.479	19.045	
-0.159956	9.476	19.05	
-0.0652453	9.474	19.055	
-0.0273609	9.471	19.06	
0.0547219	9.469	19.065	
0.204155	9.466	19.07	
0.252563	9.464	19.075	
0.216783	9.461	19.08	
0.288342	9.459	19.085	
0.353588	9.456	19.09	
0.307284	9.454	19.095	
0.254667	9.451	19.1	
0.267295	9.449	19.105	
0.256772	9.446	19.11	
0.176794	9.444	19.115	
0.0778734	9.441	19.12	
0.117863	9.439	19.125	
0.1347	9.436	19.13	
0.105234	9.434	19.135	
0.159956	9.431	19.14	
0.214678	9.429	19.145	
0.271505	9.426	19.15	
0.265191	9.424	19.155	
0.258877	9.421	19.16	
0.288342	9.419	19.165	
0.252563	9.416	19.17	
0.189422	9.414	19.175	
0.191527	9.411	19.18	
0.183108	9.409	19.185	
0.138909	9.406	19.19	
0.122072	9.404	19.195	
0.157852	9.401	19.2	
0.197841	9.399	19.205	
0.189422	9.396	19.21	
0.208364	9.394	19.215	
0.284133	9.391	19.22	
0.311494	9.389	19.225	
0.284133	9.386	19.23	
0.275714	9.384	19.235	
0.290447	9.381	19.24	
0.271505	9.379	19.245	
0.191527	9.376	19.25	
0.157852	9.374	19.255	
0.153642	9.371	19.26	
0.107339	9.369	19.265	
0.0736641	9.366	19.27	
0.10313	9.364	19.275	
0.126281	9.361	19.28	
0.164166	9.359	19.285	
0.168375	9.356	19.29	
0.210469	9.354	19.295	
0.290447	9.351	19.3	
0.290447	9.349	19.305	
0.265191	9.346	19.31	
0.2694	9.344	19.315	
0.246248	9.341	19.32	
0.210469	9.339	19.325	
0.157852	9.336	19.33	
0.126281	9.334	19.335	
0.126281	9.331	19.34	
0.107339	9.329	19.345	
0.107339	9.326	19.35	
0.145223	9.324	19.355	
0.172584	9.321	19.36	
0.206259	9.319	19.365	
0.212573	9.316	19.37	
0.231516	9.314	19.375	
0.254667	9.311	19.38	
0.229411	9.309	19.385	
0.212573	9.306	19.39	
0.216783	9.304	19.395	
0.185213	9.301	19.4	
0.195736	9.299	19.405	
0.145223	9.296	19.41	
0.138909	9.294	19.415	
0.136805	9.291	19.42	
0.107339	9.289	19.425	
0.113653	9.286	19.43	
0.147328	9.284	19.435	
0.164166	9.281	19.44	
0.178898	9.279	19.445	
0.227306	9.276	19.45	
0.254667	9.274	19.455	
0.294656	9.271	19.46	
0.256772	9.269	19.465	
0.258877	9.266	19.47	
0.220992	9.264	19.475	
0.193631	9.261	19.48	
0.147328	9.259	19.485	
0.124177	9.256	19.49	
0.111548	9.254	19.495	
0.105234	9.251	19.5	
0.115758	9.249	19.505	
0.157852	9.246	19.51	
0.183108	9.244	19.515	
0.199945	9.241	19.52	
0.218888	9.239	19.525	
0.229411	9.236	19.53	
0.223097	9.234	19.535	
0.208364	9.231	19.54	
0.189422	9.229	19.545	
0.185213	9.226	19.55	
0.16627	9.224	19.555	
0.155747	9.221	19.56	
0.157852	9.219	19.565	
0.185213	9.216	19.57	
0.176794	9.214	19.575	
0.191527	9.211	19.58	
0.204155	9.209	19.585	
