frame_stiffness_no_sample1	frame_stiffness_no_sample1	frame_stiffness_no_sample1	
Force	Distance	Time	
g	mm	sec	

0.155771	0.134	386.655	
-0.0442053	0.134	386.66	
0.0147351	0.134	386.665	
0.233657	0.134	386.67	
0.216817	0.134	386.675	
0.0631505	0.134	386.68	
0.115776	0.134	386.685	
0.254707	0.134	386.69	
0.138931	0.134	386.695	
-0.113671	0.134	386.7	
-0.122091	0.133	386.705	
0.0147351	0.133	386.71	
-0.0357853	0.133	386.715	
-0.149456	0.133	386.72	
0.0399953	0.133	386.725	
0.330487	0.133	386.73	
0.322067	0.133	386.735	
0.0989357	0.133	386.74	
0.0820956	0.133	386.745	
0.212607	0.133	386.75	
0.0757805	0.133	386.755	
-0.155771	0.133	386.76	
-0.0947257	0.133	386.765	
0.185241	0.133	386.77	
0.239972	0.133	386.775	
0.138931	0.133	386.78	
0.246287	0.133	386.785	
0.482048	0.133	386.79	
0.374693	0.133	386.795	
0.0336802	0.133	386.8	
-0.124196	0.132	386.805	
-0.0526254	0.132	386.81	
-0.149456	0.132	386.815	
-0.296807	0.132	386.82	
-0.170506	0.132	386.825	
0.153666	0.132	386.83	
0.248392	0.132	386.835	
0.153666	0.132	386.84	
0.206291	0.132	386.845	
0.338907	0.132	386.85	
0.193661	0.132	386.855	
-0.105251	0.132	386.86	
-0.0799906	0.132	386.865	
0.138931	0.132	386.87	
0.185241	0.132	386.875	
0.0884106	0.132	386.88	
0.174716	0.132	386.885	
0.433633	0.132	386.89	
0.406268	0.132	386.895	
0.119986	0.132	386.9	
-0.0294702	0.131	386.905	
-0.0126301	0.131	386.91	
-0.128406	0.131	386.915	
-0.298912	0.131	386.92	
-0.202081	0.131	386.925	
0.117881	0.131	386.93	
0.218922	0.131	386.935	
0.145246	0.131	386.94	
0.202081	0.131	386.945	
0.357853	0.131	386.95	
0.261022	0.131	386.955	
-0.00842006	0.131	386.96	
-0.0778856	0.131	386.965	
0.0842006	0.131	386.97	
0.132616	0.131	386.975	
0.00842006	0.131	386.98	
0.0189451	0.131	386.985	
0.202081	0.131	386.99	
0.210502	0.131	386.995	
0.0526254	0.131	387	
0.0357853	0.13	387.005	
0.138931	0.13	387.01	
0.0568354	0.13	387.015	
-0.0863056	0.13	387.02	
0	0.13	387.025	
0.174716	0.13	387.03	
0.138931	0.13	387.035	
-0.00210502	0.13	387.04	
0.0526254	0.13	387.045	
0.254707	0.13	387.05	
0.284177	0.13	387.055	
0.115776	0.13	387.06	
0.0968307	0.13	387.065	
0.170506	0.13	387.07	
0.0989357	0.13	387.075	
-0.105251	0.13	387.08	
-0.0905157	0.13	387.085	
0.0568354	0.13	387.09	
0.115776	0.13	387.095	
0.0421003	0.13	387.1	
0.0799906	0.129	387.105	
0.181031	0.129	387.11	
0.149456	0.129	387.115	
0.0547304	0.129	387.12	
0.0547304	0.129	387.125	
0.109461	0.129	387.13	
0.0442053	0.129	387.135	
-0.0484154	0.129	387.14	
0.0652555	0.129	387.145	
0.229447	0.129	387.15	
0.221027	0.129	387.155	
0.0863056	0.129	387.16	
0.0947257	0.129	387.165	
0.185241	0.129	387.17	
0.119986	0.129	387.175	
0.0294702	0.129	387.18	
0.124196	0.129	387.185	
0.294702	0.129	387.19	
0.244182	0.129	387.195	
0.0610454	0.129	387.2	
-0.0126301	0.128	387.205	
-0.0820956	0.128	387.21	
-0.261022	0.128	387.215	
-0.353643	0.128	387.22	
-0.166296	0.128	387.225	
0.101041	0.128	387.23	
0.208397	0.128	387.235	
0.248392	0.128	387.24	
0.414688	0.128	387.245	
0.458893	0.128	387.25	
0.218922	0.128	387.255	
-0.0736755	0.128	387.26	
-0.115776	0.128	387.265	
0.0357853	0.128	387.27	
0.0989357	0.128	387.275	
0.149456	0.128	387.28	
0.303122	0.128	387.285	
0.448368	0.128	387.29	
0.343117	0.128	387.295	
0.0989357	0.128	387.3	
-0.0484154	0.127	387.305	
-0.199976	0.127	387.31	
-0.402058	0.127	387.315	
-0.427318	0.127	387.32	
-0.103146	0.127	387.325	
0.206291	0.127	387.33	
0.263127	0.127	387.335	
0.246287	0.127	387.34	
0.412583	0.127	387.345	
0.450473	0.127	387.35	
0.181031	0.127	387.355	
-0.101041	0.127	387.36	
-0.0736755	0.127	387.365	
0.0799906	0.127	387.37	
0.0926207	0.127	387.375	
0.101041	0.127	387.38	
0.250497	0.127	387.385	
0.347328	0.127	387.39	
0.170506	0.127	387.395	
-0.0610454	0.127	387.4	
-0.0820956	0.126	387.405	
-0.0505204	0.126	387.41	
-0.162086	0.126	387.415	
-0.218922	0.126	387.42	
0.0336802	0.126	387.425	
0.277862	0.126	387.43	
0.202081	0.126	387.435	
0.0863056	0.126	387.44	
0.176821	0.126	387.445	
0.265232	0.126	387.45	
0.101041	0.126	387.455	
-0.0631505	0.126	387.46	
0.0210502	0.126	387.465	
0.170506	0.126	387.47	
0.107356	0.126	387.475	
0.0484154	0.126	387.48	
0.223132	0.126	387.485	
0.351538	0.126	387.49	
0.155771	0.126	387.495	
-0.0442053	0.126	387.5	
0	0.125	387.505	
0.124196	0.125	387.51	
-0.0568354	0.125	387.515	
-0.204186	0.125	387.52	
0.0168401	0.125	387.525	
0.265232	0.125	387.53	
0.159981	0.125	387.535	
0.0126301	0.125	387.54	
0.141036	0.125	387.545	
0.294702	0.125	387.55	
0.145246	0.125	387.555	
-0.0842006	0.125	387.56	
-0.0315752	0.125	387.565	
0.107356	0.125	387.57	
0.0336802	0.125	387.575	
-0.0820956	0.125	387.58	
0.0863056	0.125	387.585	
0.307332	0.125	387.59	
0.244182	0.125	387.595	
0.147351	0.125	387.6	
0.279967	0.124	387.605	
0.364168	0.124	387.61	
0.0463103	0.124	387.615	
-0.244182	0.124	387.62	
-0.136826	0.124	387.625	
0.0399953	0.124	387.63	
-0.0926207	0.124	387.635	
-0.216817	0.124	387.64	
0.111566	0.124	387.645	
0.486259	0.124	387.65	
0.404163	0.124	387.655	
0.145246	0.124	387.66	
0.159981	0.124	387.665	
0.237867	0.124	387.67	
0.0189451	0.124	387.675	
-0.218922	0.124	387.68	
-0.0863056	0.124	387.685	
0.223132	0.124	387.69	
0.216817	0.124	387.695	
0.0968307	0.124	387.7	
0.214712	0.123	387.705	
0.362063	0.123	387.71	
0.0926207	0.123	387.715	
-0.221027	0.123	387.72	
-0.109461	0.123	387.725	
0.143141	0.123	387.73	
0.0547304	0.123	387.735	
-0.109461	0.123	387.74	
0.0673605	0.123	387.745	
0.336802	0.123	387.75	
0.244182	0.123	387.755	
-0.0421003	0.123	387.76	
0	0.123	387.765	
0.178926	0.123	387.77	
0.124196	0.123	387.775	
-0.0610454	0.123	387.78	
0.0757805	0.123	387.785	
0.349433	0.123	387.79	
0.265232	0.123	387.795	
0.00631505	0.123	387.8	
0.0484154	0.122	387.805	
0.233657	0.122	387.81	
0.111566	0.122	387.815	
-0.138931	0.122	387.82	
-0.0210502	0.122	387.825	
0.305227	0.122	387.83	
0.298912	0.122	387.835	
0.0652555	0.122	387.84	
0.0736755	0.122	387.845	
0.229447	0.122	387.85	
0.0884106	0.122	387.855	
-0.202081	0.122	387.86	
-0.214712	0.122	387.865	
0.0252602	0.122	387.87	
0.0989357	0.122	387.875	
0.0210502	0.122	387.88	
0.143141	0.122	387.885	
0.402058	0.122	387.89	
0.353643	0.122	387.895	
0.0715705	0.122	387.9	
0.00210502	0.121	387.905	
0.132616	0.121	387.91	
0.0484154	0.121	387.915	
-0.115776	0.121	387.92	
0.0231552	0.121	387.925	
0.338907	0.121	387.93	
0.381008	0.121	387.935	
0.136826	0.121	387.94	
0.0757805	0.121	387.945	
0.181031	0.121	387.95	
0.0442053	0.121	387.955	
-0.284177	0.121	387.96	
-0.347328	0.121	387.965	
-0.107356	0.121	387.97	
0.0189451	0.121	387.975	
0.0105251	0.121	387.98	
0.130511	0.121	387.985	
0.399953	0.121	387.99	
0.433633	0.121	387.995	
0.216817	0.121	388	
0.126301	0.12	388.005	
0.227342	0.12	388.01	
0.187346	0.12	388.015	
-0.0189451	0.12	388.02	
0.0105251	0.12	388.025	
0.258917	0.12	388.03	
0.288387	0.12	388.035	
0.0652555	0.12	388.04	
-0.0273652	0.12	388.045	
0.0463103	0.12	388.05	
0.0168401	0.12	388.055	
-0.149456	0.12	388.06	
-0.164191	0.12	388.065	
0.00210502	0.12	388.07	
0.0884106	0.12	388.075	
0.0421003	0.12	388.08	
0.0947257	0.12	388.085	
0.252602	0.12	388.09	
0.258917	0.12	388.095	
0.141036	0.12	388.1	
0.164191	0.119	388.105	
0.334697	0.119	388.11	
0.290492	0.119	388.115	
0.0694655	0.119	388.12	
-0.0210502	0.119	388.125	
0.0568354	0.119	388.13	
0.0189451	0.119	388.135	
-0.157876	0.119	388.14	
-0.147351	0.119	388.145	
0.0463103	0.119	388.15	
0.134721	0.119	388.155	
0.103146	0.119	388.16	
0.0799906	0.119	388.165	
0.162086	0.119	388.17	
0.126301	0.119	388.175	
-0.00631505	0.119	388.18	
-0.0442053	0.119	388.185	
0.0505204	0.119	388.19	
0.128406	0.119	388.195	
0.176821	0.119	388.2	
0.282072	0.118	388.205	
0.402058	0.118	388.21	
0.309437	0.118	388.215	
0.103146	0.118	388.22	
0.0231552	0.118	388.225	
0.00210502	0.118	388.23	
-0.134721	0.118	388.235	
-0.239972	0.118	388.24	
-0.132616	0.118	388.245	
0.0863056	0.118	388.25	
0.199976	0.118	388.255	
0.195766	0.118	388.26	
0.254707	0.118	388.265	
0.282072	0.118	388.27	
0.136826	0.118	388.275	
-0.0610454	0.118	388.28	
-0.0926207	0.118	388.285	
-0.0168401	0.118	388.29	
0.0526254	0.118	388.295	
0.122091	0.118	388.3	
0.233657	0.117	388.305	
0.296807	0.117	388.31	
0.193661	0.117	388.315	
0.0231552	0.117	388.32	
0.0105251	0.117	388.325	
0.0168401	0.117	388.33	
-0.0842006	0.117	388.335	
-0.0863056	0.117	388.34	
0.113671	0.117	388.345	
0.282072	0.117	388.35	
0.237867	0.117	388.355	
0.143141	0.117	388.36	
0.136826	0.117	388.365	
0.0968307	0.117	388.37	
-0.0778856	0.117	388.375	
-0.136826	0.117	388.38	
0.0505204	0.117	388.385	
0.235762	0.117	388.39	
0.246287	0.117	388.395	
0.185241	0.117	388.4	
0.206291	0.116	388.405	
0.170506	0.116	388.41	
-0.0484154	0.116	388.415	
-0.246287	0.116	388.42	
-0.122091	0.116	388.425	
0.0526254	0.116	388.43	
0.0652555	0.116	388.435	
0.0673605	0.116	388.44	
0.258917	0.116	388.445	
0.376798	0.116	388.45	
0.269442	0.116	388.455	
0.166296	0.116	388.46	
0.202081	0.116	388.465	
0.134721	0.116	388.47	
-0.101041	0.116	388.475	
-0.214712	0.116	388.48	
-0.0273652	0.116	388.485	
0.143141	0.116	388.49	
0.0778856	0.116	388.495	
0.0757805	0.116	388.5	
0.286282	0.115	388.505	
0.395743	0.115	388.51	
0.172611	0.115	388.515	
-0.0652555	0.115	388.52	
-0.0105251	0.115	388.525	
0.0168401	0.115	388.53	
-0.126301	0.115	388.535	
-0.183136	0.115	388.54	
0.0736755	0.115	388.545	
0.248392	0.115	388.55	
0.195766	0.115	388.555	
0.130511	0.115	388.56	
0.284177	0.115	388.565	
0.366273	0.115	388.57	
0.155771	0.115	388.575	
-0.0547304	0.115	388.58	
0.0421003	0.115	388.585	
0.178926	0.115	388.59	
0.111566	0.115	388.595	
0.0378903	0.115	388.6	
0.193661	0.114	388.605	
0.279967	0.114	388.61	
0.0757805	0.114	388.615	
-0.111566	0.114	388.62	
-0.0231552	0.114	388.625	
0.0842006	0.114	388.63	
-0.0673605	0.114	388.635	
-0.134721	0.114	388.64	
0.0947257	0.114	388.645	
0.288387	0.114	388.65	
0.181031	0.114	388.655	
0.0273652	0.114	388.66	
0.176821	0.114	388.665	
0.317857	0.114	388.67	
0.134721	0.114	388.675	
-0.0505204	0.114	388.68	
0.0905157	0.114	388.685	
0.284177	0.114	388.69	
0.183136	0.114	388.695	
0.0294702	0.114	388.7	
0.119986	0.113	388.705	
0.273652	0.113	388.71	
0.0168401	0.113	388.715	
-0.252602	0.113	388.72	
-0.130511	0.113	388.725	
0.0947257	0.113	388.73	
0	0.113	388.735	
-0.162086	0.113	388.74	
0.0736755	0.113	388.745	
0.389428	0.113	388.75	
0.359958	0.113	388.755	
0.164191	0.113	388.76	
0.252602	0.113	388.765	
0.359958	0.113	388.77	
0.0968307	0.113	388.775	
-0.233657	0.113	388.78	
-0.147351	0.113	388.785	
0.0863056	0.113	388.79	
0.0421003	0.113	388.795	
-0.0799906	0.113	388.8	
0.138931	0.112	388.805	
0.418898	0.112	388.81	
0.235762	0.112	388.815	
-0.105251	0.112	388.82	
-0.103146	0.112	388.825	
0.0799906	0.112	388.83	
0.00631505	0.112	388.835	
-0.134721	0.112	388.84	
0.0905157	0.112	388.845	
0.482048	0.112	388.85	
0.488364	0.112	388.855	
0.181031	0.112	388.86	
0.115776	0.112	388.865	
0.216817	0.112	388.87	
0.0231552	0.112	388.875	
-0.267337	0.112	388.88	
-0.174716	0.112	388.885	
0.153666	0.112	388.89	
0.191556	0.112	388.895	
0.00631505	0.112	388.9	
0.0694655	0.111	388.905	
0.292597	0.111	388.91	
0.153666	0.111	388.915	
-0.178926	0.111	388.92	
-0.164191	0.111	388.925	
0.0820956	0.111	388.93	
0.0905157	0.111	388.935	
-0.0315752	0.111	388.94	
0.168401	0.111	388.945	
0.551514	0.111	388.95	
0.540989	0.111	388.955	
0.221027	0.111	388.96	
0.101041	0.111	388.965	
0.107356	0.111	388.97	
-0.111566	0.111	388.975	
-0.425213	0.111	388.98	
-0.359958	0.111	388.985	
0.0463103	0.111	388.99	
0.218922	0.111	388.995	
0.122091	0.111	389	
0.237867	0.11	389.005	
0.479943	0.11	389.01	
0.355748	0.11	389.015	
-0.0652555	0.11	389.02	
-0.183136	0.11	389.025	
0.00631505	0.11	389.03	
0.0736755	0.11	389.035	
-0.0252602	0.11	389.04	
0.0842006	0.11	389.045	
0.410478	0.11	389.05	
0.460998	0.11	389.055	
0.223132	0.11	389.06	
0.111566	0.11	389.065	
0.185241	0.11	389.07	
0.0652555	0.11	389.075	
-0.244182	0.11	389.08	
-0.254707	0.11	389.085	
0.0189451	0.11	389.09	
0.151561	0.11	389.095	
0.0357853	0.11	389.1	
0.0399953	0.109	389.105	
0.254707	0.109	389.11	
0.231552	0.109	389.115	
0	0.109	389.12	
-0.0252602	0.109	389.125	
0.181031	0.109	389.13	
0.239972	0.109	389.135	
0.0842006	0.109	389.14	
0.0820956	0.109	389.145	
0.269442	0.109	389.15	
0.267337	0.109	389.155	
0.0505204	0.109	389.16	
-0.0252602	0.109	389.165	
0.0968307	0.109	389.17	
0.111566	0.109	389.175	
-0.0421003	0.109	389.18	
-0.0989357	0.109	389.185	
0.0989357	0.109	389.19	
0.193661	0.109	389.195	
0.0757805	0.109	389.2	
0.0357853	0.108	389.205	
0.101041	0.108	389.21	
0.0820956	0.108	389.215	
-0.0652555	0.108	389.22	
-0.0357853	0.108	389.225	
0.130511	0.108	389.23	
0.202081	0.108	389.235	
0.0989357	0.108	389.24	
0.128406	0.108	389.245	
0.275757	0.108	389.25	
0.324172	0.108	389.255	
0.174716	0.108	389.26	
0.115776	0.108	389.265	
0.168401	0.108	389.27	
0.122091	0.108	389.275	
-0.0568354	0.108	389.28	
-0.141036	0.108	389.285	
-0.0463103	0.108	389.29	
0.0210502	0.108	389.295	
-0.00842006	0.108	389.3	
0.0463103	0.107	389.305	
0.229447	0.107	389.31	
0.246287	0.107	389.315	
0.0694655	0.107	389.32	
0.0189451	0.107	389.325	
0.0715705	0.107	389.33	
0.111566	0.107	389.335	
0.0463103	0.107	389.34	
0.0799906	0.107	389.345	
0.227342	0.107	389.35	
0.332592	0.107	389.355	
0.311542	0.107	389.36	
0.277862	0.107	389.365	
0.227342	0.107	389.37	
0.0778856	0.107	389.375	
-0.0820956	0.107	389.38	
-0.113671	0.107	389.385	
-0.0715705	0.107	389.39	
-0.0715705	0.107	389.395	
-0.119986	0.107	389.4	
-0.0252602	0.106	389.405	
0.155771	0.106	389.41	
0.216817	0.106	389.415	
0.199976	0.106	389.42	
0.233657	0.106	389.425	
0.210502	0.106	389.43	
0.119986	0.106	389.435	
0.0378903	0.106	389.44	
0.147351	0.106	389.445	
0.265232	0.106	389.45	
0.265232	0.106	389.455	
0.147351	0.106	389.46	
0.119986	0.106	389.465	
0.0863056	0.106	389.47	
-0.0694655	0.106	389.475	
-0.204186	0.106	389.48	
-0.159981	0.106	389.485	
-0.0189451	0.106	389.49	
0.0884106	0.106	389.495	
0.151561	0.106	389.5	
0.244182	0.105	389.505	
0.261022	0.105	389.51	
0.143141	0.105	389.515	
0.0315752	0.105	389.52	
0.107356	0.105	389.525	
0.122091	0.105	389.53	
-0.00421003	0.105	389.535	
-0.00842006	0.105	389.54	
0.212607	0.105	389.545	
0.359958	0.105	389.55	
0.248392	0.105	389.555	
0.151561	0.105	389.56	
0.176821	0.105	389.565	
0.128406	0.105	389.57	
-0.115776	0.105	389.575	
-0.313647	0.105	389.58	
-0.235762	0.105	389.585	
-0.0399953	0.105	389.59	
0.0442053	0.105	389.595	
0.151561	0.105	389.6	
0.395743	0.104	389.605	
0.505204	0.104	389.61	
0.273652	0.104	389.615	
0.0336802	0.104	389.62	
0.0631505	0.104	389.625	
0.0715705	0.104	389.63	
-0.0799906	0.104	389.635	
-0.143141	0.104	389.64	
0.0842006	0.104	389.645	
0.254707	0.104	389.65	
0.126301	0.104	389.655	
0.0484154	0.104	389.66	
0.204186	0.104	389.665	
0.288387	0.104	389.67	
0.105251	0.104	389.675	
-0.0442053	0.104	389.68	
0.0694655	0.104	389.685	
0.151561	0.104	389.69	
-0.0105251	0.104	389.695	
-0.115776	0.104	389.7	
0.0968307	0.103	389.705	
0.282072	0.103	389.71	
0.132616	0.103	389.715	
-0.00421003	0.103	389.72	
0.147351	0.103	389.725	
0.256812	0.103	389.73	
0.0631505	0.103	389.735	
-0.0989357	0.103	389.74	
0.0610454	0.103	389.745	
0.250497	0.103	389.75	
0.0547304	0.103	389.755	
-0.101041	0.103	389.76	
0.0568354	0.103	389.765	
0.282072	0.103	389.77	
0.124196	0.103	389.775	
-0.0442053	0.103	389.78	
0.115776	0.103	389.785	
0.351538	0.103	389.79	
0.235762	0.103	389.795	
0.0484154	0.103	389.8	
0.0757805	0.102	389.805	
0.164191	0.102	389.81	
-0.0168401	0.102	389.815	
-0.136826	0.102	389.82	
0.0757805	0.102	389.825	
0.282072	0.102	389.83	
0.0989357	0.102	389.835	
-0.105251	0.102	389.84	
0.0631505	0.102	389.845	
0.271547	0.102	389.85	
0.103146	0.102	389.855	
-0.115776	0.102	389.86	
0.0315752	0.102	389.865	
0.301017	0.102	389.87	
0.174716	0.102	389.875	
-0.0547304	0.102	389.88	
0.0378903	0.102	389.885	
0.239972	0.102	389.89	
0.145246	0.102	389.895	
-0.0526254	0.102	389.9	
0.0799906	0.101	389.905	
0.296807	0.101	389.91	
0.193661	0.101	389.915	
-0.0336802	0.101	389.92	
0.0820956	0.101	389.925	
0.252602	0.101	389.93	
0.0463103	0.101	389.935	
-0.244182	0.101	389.94	
-0.138931	0.101	389.945	
0.183136	0.101	389.95	
0.172611	0.101	389.955	
0.00210502	0.101	389.96	
0.101041	0.101	389.965	
0.326277	0.101	389.97	
0.191556	0.101	389.975	
-0.115776	0.101	389.98	
-0.117881	0.101	389.985	
0.115776	0.101	389.99	
0.0989357	0.101	389.995	
-0.0757805	0.101	390	
0.0105251	0.1	390.005	
0.275757	0.1	390.01	
0.195766	0.1	390.015	
-0.0568354	0.1	390.02	
0.0442053	0.1	390.025	
0.305227	0.1	390.03	
0.216817	0.1	390.035	
-0.0547304	0.1	390.04	
-0.0105251	0.1	390.045	
0.252602	0.1	390.05	
0.242077	0.1	390.055	
0.0252602	0.1	390.06	
0.0863056	0.1	390.065	
0.338907	0.1	390.07	
0.227342	0.1	390.075	
-0.147351	0.1	390.08	
-0.298912	0.1	390.085	
-0.136826	0.1	390.09	
-0.0968307	0.1	390.095	
-0.191556	0.1	390.1	
-0.0168401	0.099	390.105	
0.355748	0.099	390.11	
0.433633	0.099	390.115	
0.210502	0.099	390.12	
0.193661	0.099	390.125	
0.311542	0.099	390.13	
0.164191	0.099	390.135	
-0.103146	0.099	390.14	
-0.0231552	0.099	390.145	
0.288387	0.099	390.15	
0.279967	0.099	390.155	
-0.0126301	0.099	390.16	
-0.0631505	0.099	390.165	
0.153666	0.099	390.17	
0.145246	0.099	390.175	
-0.0905157	0.099	390.18	
-0.159981	0.099	390.185	
0.00421003	0.099	390.19	
0.0568354	0.099	390.195	
-0.0631505	0.099	390.2	
-0.0252602	0.098	390.205	
0.195766	0.098	390.21	
0.218922	0.098	390.215	
0.0715705	0.098	390.22	
0.162086	0.098	390.225	
0.421003	0.098	390.23	
0.383113	0.098	390.235	
0.0715705	0.098	390.24	
-0.00842006	0.098	390.245	
0.178926	0.098	390.25	
0.178926	0.098	390.255	
-0.0631505	0.098	390.26	
-0.157876	0.098	390.265	
0	0.098	390.27	
0.0863056	0.098	390.275	
-0.0231552	0.098	390.28	
-0.0147351	0.098	390.285	
0.134721	0.098	390.29	
0.172611	0.098	390.295	
-0.00210502	0.098	390.3	
-0.0294702	0.097	390.305	
0.101041	0.097	390.31	
0.0652555	0.097	390.315	
-0.0526254	0.097	390.32	
0.0210502	0.097	390.325	
0.298912	0.097	390.33	
0.387323	0.097	390.335	
0.229447	0.097	390.34	
0.147351	0.097	390.345	
0.210502	0.097	390.35	
0.162086	0.097	390.355	
-0.0378903	0.097	390.36	
-0.141036	0.097	390.365	
-0.0378903	0.097	390.37	
0.0294702	0.097	390.375	
-0.0273652	0.097	390.38	
-0.00631505	0.097	390.385	
0.126301	0.097	390.39	
0.172611	0.097	390.395	
0.0378903	0.097	390.4	
0.0126301	0.096	390.405	
0.0863056	0.096	390.41	
0.0757805	0.096	390.415	
-0.00210502	0.096	390.42	
0.0842006	0.096	390.425	
0.261022	0.096	390.43	
0.282072	0.096	390.435	
0.143141	0.096	390.44	
0.0989357	0.096	390.445	
0.119986	0.096	390.45	
0.0863056	0.096	390.455	
0.0126301	0.096	390.46	
0.0526254	0.096	390.465	
0.172611	0.096	390.47	
0.193661	0.096	390.475	
0.0989357	0.096	390.48	
0.00842006	0.096	390.485	
0.0168401	0.096	390.49	
-0.00210502	0.096	390.495	
-0.00631505	0.096	390.5	
0.0421003	0.095	390.505	
0.119986	0.095	390.51	
0.0968307	0.095	390.515	
0.0610454	0.095	390.52	
0.107356	0.095	390.525	
0.117881	0.095	390.53	
0.00631505	0.095	390.535	
-0.0378903	0.095	390.54	
0.0357853	0.095	390.545	
0.122091	0.095	390.55	
0.153666	0.095	390.555	
0.153666	0.095	390.56	
0.254707	0.095	390.565	
0.305227	0.095	390.57	
0.244182	0.095	390.575	
0.172611	0.095	390.58	
0.187346	0.095	390.585	
0.0842006	0.095	390.59	
-0.0799906	0.095	390.595	
-0.153666	0.095	390.6	
-0.0357853	0.094	390.605	
0.0421003	0.094	390.61	
-0.00631505	0.094	390.615	
0.0442053	0.094	390.62	
0.248392	0.094	390.625	
0.338907	0.094	390.63	
0.145246	0.094	390.635	
-0.0610454	0.094	390.64	
-0.0589404	0.094	390.645	
-0.0210502	0.094	390.65	
-0.0315752	0.094	390.655	
0.0526254	0.094	390.66	
0.258917	0.094	390.665	
0.366273	0.094	390.67	
0.298912	0.094	390.675	
0.248392	0.094	390.68	
0.269442	0.094	390.685	
0.126301	0.094	390.69	
-0.189451	0.094	390.695	
-0.273652	0.094	390.7	
-0.0989357	0.093	390.705	
0.0589404	0.093	390.71	
0.0147351	0.093	390.715	
0.0631505	0.093	390.72	
0.313647	0.093	390.725	
0.387323	0.093	390.73	
0.151561	0.093	390.735	
-0.0484154	0.093	390.74	
0.0442053	0.093	390.745	
0.117881	0.093	390.75	
0.0147351	0.093	390.755	
0.00210502	0.093	390.76	
0.221027	0.093	390.765	
0.305227	0.093	390.77	
0.0926207	0.093	390.775	
-0.0315752	0.093	390.78	
0.0652555	0.093	390.785	
0.143141	0.093	390.79	
0.00421003	0.093	390.795	
-0.0736755	0.093	390.8	
0.126301	0.092	390.805	
0.254707	0.092	390.81	
0.0526254	0.092	390.815	
-0.117881	0.092	390.82	
0.0736755	0.092	390.825	
0.214712	0.092	390.83	
0.0589404	0.092	390.835	
-0.00210502	0.092	390.84	
0.225237	0.092	390.845	
0.366273	0.092	390.85	
0.155771	0.092	390.855	
0	0.092	390.86	
0.117881	0.092	390.865	
0.206291	0.092	390.87	
0.0168401	0.092	390.875	
-0.111566	0.092	390.88	
0.0989357	0.092	390.885	
0.277862	0.092	390.89	
0.0526254	0.092	390.895	
-0.151561	0.092	390.9	
0.0189451	0.091	390.905	
0.189451	0.091	390.91	
-0.00842006	0.091	390.915	
-0.134721	0.091	390.92	
0.166296	0.091	390.925	
0.452578	0.091	390.93	
0.282072	0.091	390.935	
0.0589404	0.091	390.94	
0.168401	0.091	390.945	
0.319962	0.091	390.95	
0.107356	0.091	390.955	
-0.115776	0.091	390.96	
0.0252602	0.091	390.965	
0.216817	0.091	390.97	
0.0673605	0.091	390.975	
-0.0947257	0.091	390.98	
0.115776	0.091	390.985	
0.351538	0.091	390.99	
0.145246	0.091	390.995	
-0.162086	0.091	391	
-0.0484154	0.09	391.005	
0.174716	0.09	391.01	
0.0357853	0.09	391.015	
-0.117881	0.09	391.02	
0.157876	0.09	391.025	
0.492574	0.09	391.03	
0.332592	0.09	391.035	
-0.0126301	0.09	391.04	
0.0210502	0.09	391.045	
0.183136	0.09	391.05	
0.0399953	0.09	391.055	
-0.166296	0.09	391.06	
0.0442053	0.09	391.065	
0.378903	0.09	391.07	
0.317857	0.09	391.075	
0.0252602	0.09	391.08	
0.0168401	0.09	391.085	
0.164191	0.09	391.09	
0.00210502	0.09	391.095	
-0.269442	0.09	391.1	
-0.136826	0.089	391.105	
0.208397	0.089	391.11	
0.246287	0.089	391.115	
0.0989357	0.089	391.12	
0.269442	0.089	391.125	
0.484154	0.089	391.13	
0.275757	0.089	391.135	
-0.170506	0.089	391.14	
-0.225237	0.089	391.145	
-0.00421003	0.089	391.15	
-0.00842006	0.089	391.155	
-0.105251	0.089	391.16	
0.0947257	0.089	391.165	
0.456788	0.089	391.17	
0.421003	0.089	391.175	
0.109461	0.089	391.18	
0.0421003	0.089	391.185	
0.145246	0.089	391.19	
0.00210502	0.089	391.195	
-0.269442	0.089	391.2	
-0.202081	0.088	391.205	
0.113671	0.088	391.21	
0.172611	0.088	391.215	
0.0336802	0.088	391.22	
0.168401	0.088	391.225	
0.494679	0.088	391.23	
0.406268	0.088	391.235	
0.00842006	0.088	391.24	
-0.103146	0.088	391.245	
0.0547304	0.088	391.25	
0.0463103	0.088	391.255	
-0.132616	0.088	391.26	
-0.0799906	0.088	391.265	
0.214712	0.088	391.27	
0.326277	0.088	391.275	
0.149456	0.088	391.28	
0.111566	0.088	391.285	
0.233657	0.088	391.29	
0.162086	0.088	391.295	
-0.103146	0.088	391.3	
-0.143141	0.087	391.305	
0.0589404	0.087	391.31	
0.103146	0.087	391.315	
-0.0589404	0.087	391.32	
0.0336802	0.087	391.325	
0.301017	0.087	391.33	
0.296807	0.087	391.335	
0.0421003	0.087	391.34	
0.00842006	0.087	391.345	
0.225237	0.087	391.35	
0.258917	0.087	391.355	
0.0315752	0.087	391.36	
-0.0273652	0.087	391.365	
0.178926	0.087	391.37	
0.248392	0.087	391.375	
0.0778856	0.087	391.38	
0.00210502	0.087	391.385	
0.107356	0.087	391.39	
0.113671	0.087	391.395	
-0.0757805	0.087	391.4	
-0.132616	0.086	391.405	
0.0315752	0.086	391.41	
