gelC_I_3mm11	gelC_I_3mm11	gelC_I_3mm11	
Force	Distance	Time	
g	mm	sec	

6.7803	1.928	307.24	
6.82027	1.928	307.245	
6.75295	1.928	307.25	
6.66249	1.928	307.255	
6.6688	1.928	307.26	
6.75716	1.928	307.265	
6.78661	1.928	307.27	
6.75505	1.928	307.275	
6.7845	1.928	307.28	
6.85603	1.928	307.285	
6.83499	1.928	307.29	
6.75505	1.928	307.295	
6.74033	1.928	307.3	
6.74243	1.927	307.305	
6.72139	1.927	307.31	
6.62462	1.927	307.315	
6.6688	1.927	307.32	
6.78661	1.927	307.325	
6.82868	1.927	307.33	
6.74243	1.927	307.335	
6.7235	1.927	307.34	
6.76136	1.927	307.345	
6.72139	1.927	307.35	
6.63935	1.927	307.355	
6.68773	1.927	307.36	
6.81606	1.927	307.365	
6.86655	1.927	307.37	
6.83289	1.927	307.375	
6.81185	1.927	307.38	
6.83079	1.927	307.385	
6.75716	1.927	307.39	
6.63935	1.927	307.395	
6.612	1.927	307.4	
6.70246	1.926	307.405	
6.73612	1.926	307.41	
6.70667	1.926	307.415	
6.7277	1.926	307.42	
6.82447	1.926	307.425	
6.80764	1.926	307.43	
6.68773	1.926	307.435	
6.64355	1.926	307.44	
6.70667	1.926	307.445	
6.71508	1.926	307.45	
6.67932	1.926	307.455	
6.74874	1.926	307.46	
6.87496	1.926	307.465	
6.86024	1.926	307.47	
6.77188	1.926	307.475	
6.7256	1.926	307.48	
6.75084	1.926	307.485	
6.70246	1.926	307.49	
6.62041	1.926	307.495	
6.66249	1.926	307.5	
6.76347	1.925	307.505	
6.7824	1.925	307.51	
6.68353	1.925	307.515	
6.68984	1.925	307.52	
6.76347	1.925	307.525	
6.74453	1.925	307.53	
6.62462	1.925	307.535	
6.65407	1.925	307.54	
6.77819	1.925	307.545	
6.80554	1.925	307.55	
6.76136	1.925	307.555	
6.7845	1.925	307.56	
6.86024	1.925	307.565	
6.79713	1.925	307.57	
6.6688	1.925	307.575	
6.66249	1.925	307.58	
6.73191	1.925	307.585	
6.73401	1.925	307.59	
6.68773	1.925	307.595	
6.71718	1.925	307.6	
6.79502	1.924	307.605	
6.75926	1.924	307.61	
6.6141	1.924	307.615	
6.59517	1.924	307.62	
6.70877	1.924	307.625	
6.7256	1.924	307.63	
6.66459	1.924	307.635	
6.70246	1.924	307.64	
6.82237	1.924	307.645	
6.85813	1.924	307.65	
6.76767	1.924	307.655	
6.74664	1.924	307.66	
6.78871	1.924	307.665	
6.76136	1.924	307.67	
6.66459	1.924	307.675	
6.66459	1.924	307.68	
6.73822	1.924	307.685	
6.74874	1.924	307.69	
6.69404	1.924	307.695	
6.71508	1.924	307.7	
6.75926	1.923	307.705	
6.72139	1.923	307.71	
6.60569	1.923	307.715	
6.60569	1.923	307.72	
6.73191	1.923	307.725	
6.77819	1.923	307.73	
6.7235	1.923	307.735	
6.73191	1.923	307.74	
6.80133	1.923	307.745	
6.75716	1.923	307.75	
6.63093	1.923	307.755	
6.60358	1.923	307.76	
6.66459	1.923	307.765	
6.69825	1.923	307.77	
6.67932	1.923	307.775	
6.70877	1.923	307.78	
6.78871	1.923	307.785	
6.79923	1.923	307.79	
6.71087	1.923	307.795	
6.68773	1.923	307.8	
6.7277	1.922	307.805	
6.71718	1.922	307.81	
6.63514	1.922	307.815	
6.65407	1.922	307.82	
6.77399	1.922	307.825	
6.79292	1.922	307.83	
6.7235	1.922	307.835	
6.67511	1.922	307.84	
6.69404	1.922	307.845	
6.68984	1.922	307.85	
6.63093	1.922	307.855	
6.66249	1.922	307.86	
6.75926	1.922	307.865	
6.82027	1.922	307.87	
6.78871	1.922	307.875	
6.7803	1.922	307.88	
6.79081	1.922	307.885	
6.73191	1.922	307.89	
6.63514	1.922	307.895	
6.64355	1.922	307.9	
6.70035	1.921	307.905	
6.69825	1.921	307.91	
6.63724	1.921	307.915	
6.66459	1.921	307.92	
6.74243	1.921	307.925	
6.71929	1.921	307.93	
6.60989	1.921	307.935	
6.59517	1.921	307.94	
6.68984	1.921	307.945	
6.7235	1.921	307.95	
6.70035	1.921	307.955	
6.75505	1.921	307.96	
6.84972	1.921	307.965	
6.82868	1.921	307.97	
6.72981	1.921	307.975	
6.6688	1.921	307.98	
6.68142	1.921	307.985	
6.65618	1.921	307.99	
6.60779	1.921	307.995	
6.6709	1.921	308	
6.76557	1.92	308.005	
6.74874	1.92	308.01	
6.66459	1.92	308.015	
6.63935	1.92	308.02	
6.70456	1.92	308.025	
6.6709	1.92	308.03	
6.59517	1.92	308.035	
6.61621	1.92	308.04	
6.75084	1.92	308.045	
6.81396	1.92	308.05	
6.76767	1.92	308.055	
6.78661	1.92	308.06	
6.79923	1.92	308.065	
6.74453	1.92	308.07	
6.60148	1.92	308.075	
6.56992	1.92	308.08	
6.63514	1.92	308.085	
6.68142	1.92	308.09	
6.68142	1.92	308.095	
6.75926	1.92	308.1	
6.8413	1.919	308.105	
6.80764	1.919	308.11	
6.62672	1.919	308.115	
6.55941	1.919	308.12	
6.63093	1.919	308.125	
6.64776	1.919	308.13	
6.59727	1.919	308.135	
6.63935	1.919	308.14	
6.79923	1.919	308.145	
6.8413	1.919	308.15	
6.75295	1.919	308.155	
6.72139	1.919	308.16	
6.75295	1.919	308.165	
6.68563	1.919	308.17	
6.59096	1.919	308.175	
6.60358	1.919	308.18	
6.68353	1.919	308.185	
6.70877	1.919	308.19	
6.68773	1.919	308.195	
6.7277	1.919	308.2	
6.79081	1.918	308.205	
6.74874	1.918	308.21	
6.60358	1.918	308.215	
6.57834	1.918	308.22	
6.6688	1.918	308.225	
6.67932	1.918	308.23	
6.61621	1.918	308.235	
6.66459	1.918	308.24	
6.77188	1.918	308.245	
6.7803	1.918	308.25	
6.70456	1.918	308.255	
6.69825	1.918	308.26	
6.72981	1.918	308.265	
6.70246	1.918	308.27	
6.612	1.918	308.275	
6.63724	1.918	308.28	
6.73191	1.918	308.285	
6.72139	1.918	308.29	
6.68142	1.918	308.295	
6.69404	1.918	308.3	
6.75084	1.917	308.305	
6.71929	1.917	308.31	
6.59306	1.917	308.315	
6.60358	1.917	308.32	
6.68984	1.917	308.325	
6.68773	1.917	308.33	
6.6141	1.917	308.335	
6.6667	1.917	308.34	
6.76136	1.917	308.345	
6.78661	1.917	308.35	
6.68984	1.917	308.355	
6.6688	1.917	308.36	
6.72981	1.917	308.365	
6.7277	1.917	308.37	
6.63514	1.917	308.375	
6.65197	1.917	308.38	
6.74453	1.917	308.385	
6.76136	1.917	308.39	
6.68563	1.917	308.395	
6.6667	1.917	308.4	
6.70246	1.916	308.405	
6.64566	1.916	308.41	
6.56572	1.916	308.415	
6.59306	1.916	308.42	
6.7256	1.916	308.425	
6.74243	1.916	308.43	
6.67932	1.916	308.435	
6.68984	1.916	308.44	
6.75716	1.916	308.445	
6.7235	1.916	308.45	
6.60148	1.916	308.455	
6.59938	1.916	308.46	
6.69825	1.916	308.465	
6.7256	1.916	308.47	
6.67511	1.916	308.475	
6.70035	1.916	308.48	
6.75926	1.916	308.485	
6.71929	1.916	308.49	
6.60989	1.916	308.495	
6.58465	1.916	308.5	
6.62672	1.915	308.505	
6.61621	1.915	308.51	
6.54889	1.915	308.515	
6.62462	1.915	308.52	
6.77399	1.915	308.525	
6.7845	1.915	308.53	
6.69194	1.915	308.535	
6.67932	1.915	308.54	
6.71718	1.915	308.545	
6.65828	1.915	308.55	
6.58255	1.915	308.555	
6.612	1.915	308.56	
6.74243	1.915	308.565	
6.77609	1.915	308.57	
6.71087	1.915	308.575	
6.73401	1.915	308.58	
6.76557	1.915	308.585	
6.69404	1.915	308.59	
6.56151	1.915	308.595	
6.53416	1.915	308.6	
6.62041	1.914	308.605	
6.67932	1.914	308.61	
6.65618	1.914	308.615	
6.67721	1.914	308.62	
6.80344	1.914	308.625	
6.77819	1.914	308.63	
6.65407	1.914	308.635	
6.58675	1.914	308.64	
6.64145	1.914	308.645	
6.63724	1.914	308.65	
6.57413	1.914	308.655	
6.61621	1.914	308.66	
6.73822	1.914	308.665	
6.75295	1.914	308.67	
6.67301	1.914	308.675	
6.65197	1.914	308.68	
6.68142	1.914	308.685	
6.64776	1.914	308.69	
6.5573	1.914	308.695	
6.57834	1.914	308.7	
6.67301	1.913	308.705	
6.67511	1.913	308.71	
6.59517	1.913	308.715	
6.59096	1.913	308.72	
6.71508	1.913	308.725	
6.70456	1.913	308.73	
6.60569	1.913	308.735	
6.56992	1.913	308.74	
6.67932	1.913	308.745	
6.73401	1.913	308.75	
6.67721	1.913	308.755	
6.6709	1.913	308.76	
6.72139	1.913	308.765	
6.68142	1.913	308.77	
6.58465	1.913	308.775	
6.54889	1.913	308.78	
6.60358	1.913	308.785	
6.63724	1.913	308.79	
6.59306	1.913	308.795	
6.64776	1.913	308.8	
6.7235	1.912	308.805	
6.71508	1.912	308.81	
6.60569	1.912	308.815	
6.5573	1.912	308.82	
6.64566	1.912	308.825	
6.66038	1.912	308.83	
6.56361	1.912	308.835	
6.58675	1.912	308.84	
6.70035	1.912	308.845	
6.7277	1.912	308.85	
6.6709	1.912	308.855	
6.66038	1.912	308.86	
6.70246	1.912	308.865	
6.66249	1.912	308.87	
6.56572	1.912	308.875	
6.57834	1.912	308.88	
6.65828	1.912	308.885	
6.65618	1.912	308.89	
6.6141	1.912	308.895	
6.64145	1.912	308.9	
6.70456	1.911	308.905	
6.64566	1.911	308.91	
6.49629	1.911	308.915	
6.50471	1.911	308.92	
6.63514	1.911	308.925	
6.68563	1.911	308.93	
6.62462	1.911	308.935	
6.65407	1.911	308.94	
6.75716	1.911	308.945	
6.75084	1.911	308.95	
6.63514	1.911	308.955	
6.61831	1.911	308.96	
6.67511	1.911	308.965	
6.69404	1.911	308.97	
6.62462	1.911	308.975	
6.62041	1.911	308.98	
6.6667	1.911	308.985	
6.63514	1.911	308.99	
6.58886	1.911	308.995	
6.59727	1.911	309	
6.67301	1.91	309.005	
6.65197	1.91	309.01	
6.57203	1.91	309.015	
6.59306	1.91	309.02	
6.68142	1.91	309.025	
6.67932	1.91	309.03	
6.58465	1.91	309.035	
6.59938	1.91	309.04	
6.71087	1.91	309.045	
6.69825	1.91	309.05	
6.63935	1.91	309.055	
6.62883	1.91	309.06	
6.69825	1.91	309.065	
6.65828	1.91	309.07	
6.57413	1.91	309.075	
6.59096	1.91	309.08	
6.65407	1.91	309.085	
6.65407	1.91	309.09	
6.59096	1.91	309.095	
6.62252	1.91	309.1	
6.67932	1.909	309.105	
6.64987	1.909	309.11	
6.56782	1.909	309.115	
6.57834	1.909	309.12	
6.68353	1.909	309.125	
6.70035	1.909	309.13	
6.62252	1.909	309.135	
6.62883	1.909	309.14	
6.72139	1.909	309.145	
6.67511	1.909	309.15	
6.59727	1.909	309.155	
6.60779	1.909	309.16	
6.67932	1.909	309.165	
6.65197	1.909	309.17	
6.57203	1.909	309.175	
6.56572	1.909	309.18	
6.64776	1.909	309.185	
6.61621	1.909	309.19	
6.56361	1.909	309.195	
6.58675	1.909	309.2	
6.66249	1.908	309.205	
6.67511	1.908	309.21	
6.57834	1.908	309.215	
6.60358	1.908	309.22	
6.6688	1.908	309.225	
6.6688	1.908	309.23	
6.56992	1.908	309.235	
6.57834	1.908	309.24	
6.65618	1.908	309.245	
6.67301	1.908	309.25	
6.60148	1.908	309.255	
6.62462	1.908	309.26	
6.68563	1.908	309.265	
6.6688	1.908	309.27	
6.58675	1.908	309.275	
6.57203	1.908	309.28	
6.62041	1.908	309.285	
6.60358	1.908	309.29	
6.57203	1.908	309.295	
6.6141	1.908	309.3	
6.68563	1.907	309.305	
6.6709	1.907	309.31	
6.5552	1.907	309.315	
6.52785	1.907	309.32	
6.62041	1.907	309.325	
6.61831	1.907	309.33	
6.54889	1.907	309.335	
6.59306	1.907	309.34	
6.71087	1.907	309.345	
6.71298	1.907	309.35	
6.62252	1.907	309.355	
6.61831	1.907	309.36	
6.68984	1.907	309.365	
6.6667	1.907	309.37	
6.58465	1.907	309.375	
6.56572	1.907	309.38	
6.62041	1.907	309.385	
6.62252	1.907	309.39	
6.56572	1.907	309.395	
6.56782	1.907	309.4	
6.63935	1.906	309.405	
6.63935	1.906	309.41	
6.53206	1.906	309.415	
6.52575	1.906	309.42	
6.64776	1.906	309.425	
6.64776	1.906	309.43	
6.56992	1.906	309.435	
6.58044	1.906	309.44	
6.69615	1.906	309.445	
6.7235	1.906	309.45	
6.64145	1.906	309.455	
6.6141	1.906	309.46	
6.67301	1.906	309.465	
6.64987	1.906	309.47	
6.54258	1.906	309.475	
6.51943	1.906	309.48	
6.60358	1.906	309.485	
6.63724	1.906	309.49	
6.6141	1.906	309.495	
6.65828	1.906	309.5	
6.70456	1.905	309.505	
6.64776	1.905	309.51	
6.50681	1.905	309.515	
6.49629	1.905	309.52	
6.59938	1.905	309.525	
6.62883	1.905	309.53	
6.5573	1.905	309.535	
6.62252	1.905	309.54	
6.74033	1.905	309.545	
6.72139	1.905	309.55	
6.62883	1.905	309.555	
6.57834	1.905	309.56	
6.61621	1.905	309.565	
6.56782	1.905	309.57	
6.48157	1.905	309.575	
6.52785	1.905	309.58	
6.64355	1.905	309.585	
6.66038	1.905	309.59	
6.57834	1.905	309.595	
6.59096	1.905	309.6	
6.63935	1.904	309.605	
6.59096	1.904	309.61	
6.46684	1.904	309.615	
6.47315	1.904	309.62	
6.64145	1.904	309.625	
6.71087	1.904	309.63	
6.65197	1.904	309.635	
6.65197	1.904	309.64	
6.70035	1.904	309.645	
6.6709	1.904	309.65	
6.54047	1.904	309.655	
6.51102	1.904	309.66	
6.58886	1.904	309.665	
6.61621	1.904	309.67	
6.56992	1.904	309.675	
6.57203	1.904	309.68	
6.6709	1.904	309.685	
6.66038	1.904	309.69	
6.56361	1.904	309.695	
6.54889	1.904	309.7	
6.60989	1.903	309.705	
6.58255	1.903	309.71	
6.5005	1.903	309.715	
6.52785	1.903	309.72	
6.65618	1.903	309.725	
6.68563	1.903	309.73	
6.59096	1.903	309.735	
6.58255	1.903	309.74	
6.64987	1.903	309.745	
6.63304	1.903	309.75	
6.51102	1.903	309.755	
6.50471	1.903	309.76	
6.57203	1.903	309.765	
6.60569	1.903	309.77	
6.56361	1.903	309.775	
6.56992	1.903	309.78	
6.65618	1.903	309.785	
6.64776	1.903	309.79	
6.57834	1.903	309.795	
6.58675	1.903	309.8	
6.61831	1.902	309.805	
6.58465	1.902	309.81	
6.52785	1.902	309.815	
6.52154	1.902	309.82	
6.62041	1.902	309.825	
6.62462	1.902	309.83	
6.51733	1.902	309.835	
6.48998	1.902	309.84	
6.56361	1.902	309.845	
6.57624	1.902	309.85	
6.52785	1.902	309.855	
6.55941	1.902	309.86	
6.6667	1.902	309.865	
6.71508	1.902	309.87	
6.64355	1.902	309.875	
6.6141	1.902	309.88	
6.60989	1.902	309.885	
6.56782	1.902	309.89	
6.49629	1.902	309.895	
6.51102	1.902	309.9	
6.58255	1.901	309.905	
6.61831	1.901	309.91	
6.55309	1.901	309.915	
6.57203	1.901	309.92	
6.64145	1.901	309.925	
6.62672	1.901	309.93	
6.51523	1.901	309.935	
6.50471	1.901	309.94	
6.60989	1.901	309.945	
6.62672	1.901	309.95	
6.59306	1.901	309.955	
6.60989	1.901	309.96	
6.69404	1.901	309.965	
6.65828	1.901	309.97	
6.56572	1.901	309.975	
6.51733	1.901	309.98	
6.54678	1.901	309.985	
6.54258	1.901	309.99	
6.54047	1.901	309.995	
6.56572	1.901	310	
6.63935	1.9	310.005	
6.58675	1.9	310.01	
6.48578	1.9	310.015	
6.47315	1.9	310.02	
6.56782	1.9	310.025	
6.58465	1.9	310.03	
6.53416	1.9	310.035	
6.55941	1.9	310.04	
6.68563	1.9	310.045	
6.70035	1.9	310.05	
6.59938	1.9	310.055	
6.56151	1.9	310.06	
6.62672	1.9	310.065	
6.60148	1.9	310.07	
6.51102	1.9	310.075	
6.49629	1.9	310.08	
6.58044	1.9	310.085	
6.58044	1.9	310.09	
6.53626	1.9	310.095	
6.55099	1.9	310.1	
6.60989	1.899	310.105	
6.57413	1.899	310.11	
6.46895	1.899	310.115	
6.47946	1.899	310.12	
6.60148	1.899	310.125	
6.62252	1.899	310.13	
6.54678	1.899	310.135	
6.56572	1.899	310.14	
6.6688	1.899	310.145	
6.65407	1.899	310.15	
6.54468	1.899	310.155	
6.53416	1.899	310.16	
6.6141	1.899	310.165	
6.59306	1.899	310.17	
6.4984	1.899	310.175	
6.5005	1.899	310.18	
6.60358	1.899	310.185	
6.60148	1.899	310.19	
6.53416	1.899	310.195	
6.5552	1.899	310.2	
6.63935	1.898	310.205	
6.60148	1.898	310.21	
6.46474	1.898	310.215	
6.46895	1.898	310.22	
6.57834	1.898	310.225	
6.60358	1.898	310.23	
6.53626	1.898	310.235	
6.5573	1.898	310.24	
6.66038	1.898	310.245	
6.62041	1.898	310.25	
6.51312	1.898	310.255	
6.5026	1.898	310.26	
6.59096	1.898	310.265	
6.58465	1.898	310.27	
6.51312	1.898	310.275	
6.55941	1.898	310.28	
6.65618	1.898	310.285	
6.6141	1.898	310.29	
6.51733	1.898	310.295	
6.51102	1.898	310.3	
6.58255	1.897	310.305	
6.54889	1.897	310.31	
6.45632	1.897	310.315	
6.48367	1.897	310.32	
6.612	1.897	310.325	
6.62883	1.897	310.33	
6.53416	1.897	310.335	
6.51733	1.897	310.34	
6.59727	1.897	310.345	
6.58044	1.897	310.35	
6.48367	1.897	310.355	
6.51523	1.897	310.36	
6.62041	1.897	310.365	
6.62462	1.897	310.37	
6.52785	1.897	310.375	
6.52995	1.897	310.38	
6.59096	1.897	310.385	
6.57624	1.897	310.39	
6.47946	1.897	310.395	
6.5005	1.897	310.4	
6.57413	1.896	310.405	
6.60148	1.896	310.41	
6.51102	1.896	310.415	
6.52364	1.896	310.42	
6.62252	1.896	310.425	
6.62462	1.896	310.43	
6.50681	1.896	310.435	
6.49419	1.896	310.44	
6.56782	1.896	310.445	
6.58886	1.896	310.45	
6.53416	1.896	310.455	
6.55309	1.896	310.46	
6.65618	1.896	310.465	
6.64145	1.896	310.47	
6.5552	1.896	310.475	
6.53626	1.896	310.48	
6.58255	1.896	310.485	
6.5552	1.896	310.49	
6.47526	1.896	310.495	
6.48367	1.896	310.5	
6.56361	1.895	310.505	
6.57413	1.895	310.51	
6.49419	1.895	310.515	
6.47946	1.895	310.52	
6.56572	1.895	310.525	
6.56151	1.895	310.53	
6.47315	1.895	310.535	
6.46474	1.895	310.54	
6.56572	1.895	310.545	
6.57624	1.895	310.55	
6.53206	1.895	310.555	
6.57834	1.895	310.56	
6.6709	1.895	310.565	
6.6667	1.895	310.57	
6.54258	1.895	310.575	
6.49629	1.895	310.58	
6.51312	1.895	310.585	
6.48157	1.895	310.59	
6.41846	1.895	310.595	
6.46895	1.895	310.6	
6.57624	1.894	310.605	
6.612	1.894	310.61	
6.51523	1.894	310.615	
6.50471	1.894	310.62	
6.56992	1.894	310.625	
6.56361	1.894	310.63	
6.44791	1.894	310.635	
6.46053	1.894	310.64	
6.59517	1.894	310.645	
6.64145	1.894	310.65	
6.57203	1.894	310.655	
6.57203	1.894	310.66	
6.62462	1.894	310.665	
6.57624	1.894	310.67	
6.4416	1.894	310.675	
6.39321	1.894	310.68	
6.46263	1.894	310.685	
6.50681	1.894	310.69	
6.5005	1.894	310.695	
6.57203	1.894	310.7	
6.66459	1.893	310.705	
6.66249	1.893	310.71	
6.52154	1.893	310.715	
6.46684	1.893	310.72	
6.51943	1.893	310.725	
6.53626	1.893	310.73	
6.4437	1.893	310.735	
6.50681	1.893	310.74	
6.63724	1.893	310.745	
6.67932	1.893	310.75	
6.60989	1.893	310.755	
6.56572	1.893	310.76	
6.60148	1.893	310.765	
6.53837	1.893	310.77	
6.389	1.893	310.775	
6.38059	1.893	310.78	
6.4984	1.893	310.785	
6.57203	1.893	310.79	
6.55941	1.893	310.795	
6.58255	1.893	310.8	
6.64776	1.892	310.805	
6.60148	1.892	310.81	
6.42477	1.892	310.815	
6.37007	1.892	310.82	
6.47526	1.892	310.825	
6.55099	1.892	310.83	
6.51943	1.892	310.835	
6.5552	1.892	310.84	
6.66038	1.892	310.845	
6.64776	1.892	310.85	
6.52785	1.892	310.855	
6.4416	1.892	310.86	
6.48157	1.892	310.865	
6.44791	1.892	310.87	
6.389	1.892	310.875	
6.42687	1.892	310.88	
6.54468	1.892	310.885	
6.60148	1.892	310.89	
6.54678	1.892	310.895	
6.52785	1.892	310.9	
6.54678	1.891	310.905	
6.49419	1.891	310.91	
6.37849	1.891	310.915	
6.36166	1.891	310.92	
6.51733	1.891	310.925	
6.59727	1.891	310.93	
6.56572	1.891	310.935	
6.56361	1.891	310.94	
6.59517	1.891	310.945	
6.53626	1.891	310.95	
6.41635	1.891	310.955	
6.38059	1.891	310.96	
6.46474	1.891	310.965	
6.48578	1.891	310.97	
6.47946	1.891	310.975	
6.5026	1.891	310.98	
6.60148	1.891	310.985	
6.58255	1.891	310.99	
6.52575	1.891	310.995	
6.51943	1.891	311	
6.5573	1.89	311.005	
6.53416	1.89	311.01	
6.45843	1.89	311.015	
6.45001	1.89	311.02	
6.53837	1.89	311.025	
6.56992	1.89	311.03	
6.48998	1.89	311.035	
6.47946	1.89	311.04	
6.53626	1.89	311.045	
6.52575	1.89	311.05	
6.46474	1.89	311.055	
6.48367	1.89	311.06	
6.54889	1.89	311.065	
6.57413	1.89	311.07	
6.52995	1.89	311.075	
6.54889	1.89	311.08	
6.59096	1.89	311.085	
6.54889	1.89	311.09	
6.47526	1.89	311.095	
6.48998	1.89	311.1	
6.54678	1.889	311.105	
6.52575	1.889	311.11	
6.43318	1.889	311.115	
6.43949	1.889	311.12	
6.54468	1.889	311.125	
6.54047	1.889	311.13	
6.45843	1.889	311.135	
6.46474	1.889	311.14	
6.53206	1.889	311.145	
6.5573	1.889	311.15	
6.50892	1.889	311.155	
6.52364	1.889	311.16	
6.57413	1.889	311.165	
6.5552	1.889	311.17	
6.48157	1.889	311.175	
6.48998	1.889	311.18	
6.52364	1.889	311.185	
6.49209	1.889	311.19	
6.45212	1.889	311.195	
6.47946	1.889	311.2	
6.53626	1.888	311.205	
6.52364	1.888	311.21	
6.4437	1.888	311.215	
6.46263	1.888	311.22	
6.56572	1.888	311.225	
6.5552	1.888	311.23	
6.46684	1.888	311.235	
6.49629	1.888	311.24	
6.56361	1.888	311.245	
6.55099	1.888	311.25	
6.47736	1.888	311.255	
6.48998	1.888	311.26	
6.53626	1.888	311.265	
6.47946	1.888	311.27	
6.41846	1.888	311.275	
6.42687	1.888	311.28	
6.48367	1.888	311.285	
6.47315	1.888	311.29	
6.43949	1.888	311.295	
6.4984	1.888	311.3	
6.60779	1.887	311.305	
6.56572	1.887	311.31	
6.45422	1.887	311.315	
6.45212	1.887	311.32	
6.54047	1.887	311.325	
6.50892	1.887	311.33	
6.40373	1.887	311.335	
6.41635	1.887	311.34	
6.52995	1.887	311.345	
6.53416	1.887	311.35	
6.45212	1.887	311.355	
6.45843	1.887	311.36	
6.53206	1.887	311.365	
6.51733	1.887	311.37	
6.41425	1.887	311.375	
6.45422	1.887	311.38	
6.54258	1.887	311.385	
6.54047	1.887	311.39	
6.48998	1.887	311.395	
6.51733	1.887	311.4	
6.59096	1.886	311.405	
6.52995	1.886	311.41	
6.39742	1.886	311.415	
6.39111	1.886	311.42	
6.51523	1.886	311.425	
6.51943	1.886	311.43	
6.43949	1.886	311.435	
6.46684	1.886	311.44	
6.57834	1.886	311.445	
6.55099	1.886	311.45	
6.43108	1.886	311.455	
6.40583	1.886	311.46	
6.52995	1.886	311.465	
6.53206	1.886	311.47	
6.4437	1.886	311.475	
6.50892	1.886	311.48	
6.62041	1.886	311.485	
6.60358	1.886	311.49	
6.46895	1.886	311.495	
6.44791	1.886	311.5	
6.50681	1.885	311.505	
6.47736	1.885	311.51	
6.35114	1.885	311.515	
6.37428	1.885	311.52	
6.55941	1.885	311.525	
6.58675	1.885	311.53	
6.47946	1.885	311.535	
6.4416	1.885	311.54	
6.53416	1.885	311.545	
6.52364	1.885	311.55	
6.40373	1.885	311.555	
6.40373	1.885	311.56	
6.54047	1.885	311.565	
6.56361	1.885	311.57	
6.48578	1.885	311.575	
6.48788	1.885	311.58	
6.58886	1.885	311.585	
6.56782	1.885	311.59	
6.44791	1.885	311.595	
6.4437	1.885	311.6	
6.51943	1.884	311.605	
6.51523	1.884	311.61	
6.39742	1.884	311.615	
6.42477	1.884	311.62	
6.5552	1.884	311.625	
6.58255	1.884	311.63	
6.4458	1.884	311.635	
6.41004	1.884	311.64	
6.49419	1.884	311.645	
6.46263	1.884	311.65	
6.35955	1.884	311.655	
6.38059	1.884	311.66	
6.52995	1.884	311.665	
6.56361	1.884	311.67	
6.49209	1.884	311.675	
6.5005	1.884	311.68	
6.58044	1.884	311.685	
6.5573	1.884	311.69	
6.4437	1.884	311.695	
6.4437	1.884	311.7	
6.52575	1.883	311.705	
6.52785	1.883	311.71	
6.42477	1.883	311.715	
6.39742	1.883	311.72	
6.51733	1.883	311.725	
6.50892	1.883	311.73	
6.34693	1.883	311.735	
6.3301	1.883	311.74	
6.45422	1.883	311.745	
6.51523	1.883	311.75	
6.46684	1.883	311.755	
6.50681	1.883	311.76	
6.63304	1.883	311.765	
6.65197	1.883	311.77	
6.51102	1.883	311.775	
6.42477	1.883	311.78	
6.46474	1.883	311.785	
6.48998	1.883	311.79	
6.4416	1.883	311.795	
6.46263	1.883	311.8	
6.5552	1.882	311.805	
6.55941	1.882	311.81	
6.4458	1.882	311.815	
6.36586	1.882	311.82	
6.4458	1.882	311.825	
6.45422	1.882	311.83	
6.3869	1.882	311.835	
6.3848	1.882	311.84	
6.54678	1.882	311.845	
6.58886	1.882	311.85	
6.52995	1.882	311.855	
6.47946	1.882	311.86	
6.51102	1.882	311.865	
6.46895	1.882	311.87	
6.37007	1.882	311.875	
6.3322	1.882	311.88	
6.43529	1.882	311.885	
6.49419	1.882	311.89	
6.49209	1.882	311.895	
6.51312	1.882	311.9	
6.5573	1.881	311.905	
6.52575	1.881	311.91	
6.41425	1.881	311.915	
6.34483	1.881	311.92	
6.41425	1.881	311.925	
6.45843	1.881	311.93	
6.3848	1.881	311.935	
6.41214	1.881	311.94	
6.51523	1.881	311.945	
6.56151	1.881	311.95	
6.51733	1.881	311.955	
6.48367	1.881	311.96	
6.51943	1.881	311.965	
6.48998	1.881	311.97	
6.39952	1.881	311.975	
6.38059	1.881	311.98	
6.45843	1.881	311.985	
6.4984	1.881	311.99	
6.48788	1.881	311.995	
6.51943	1.881	312	
6.55309	1.88	312.005	
6.51733	1.88	312.01	
6.39742	1.88	312.015	
6.32589	1.88	312.02	
6.42477	1.88	312.025	
6.43949	1.88	312.03	
6.39111	1.88	312.035	
6.40583	1.88	312.04	
6.52575	1.88	312.045	
6.56782	1.88	312.05	
6.48367	1.88	312.055	
6.45422	1.88	312.06	
6.51523	1.88	312.065	
6.49629	1.88	312.07	
6.40373	1.88	312.075	
6.41846	1.88	312.08	
6.49209	1.88	312.085	
6.51733	1.88	312.09	
6.45212	1.88	312.095	
6.44791	1.88	312.1	
6.47736	1.879	312.105	
6.45422	1.879	312.11	
6.34903	1.879	312.115	
6.33851	1.879	312.12	
6.4416	1.879	312.125	
6.47105	1.879	312.13	
6.40373	1.879	312.135	
6.40583	1.879	312.14	
6.49209	1.879	312.145	
6.51102	1.879	312.15	
6.43529	1.879	312.155	
6.43529	1.879	312.16	
6.51733	1.879	312.165	
6.51943	1.879	312.17	
6.4458	1.879	312.175	
6.42897	1.879	312.18	
6.49209	1.879	312.185	
6.49419	1.879	312.19	
6.42266	1.879	312.195	
6.40373	1.879	312.2	
6.46684	1.878	312.205	
6.45422	1.878	312.21	
6.36797	1.878	312.215	
6.36797	1.878	312.22	
