Time (s)	Load (gf)	Displacement (mm)
60,508	0	6,039
60,528	0	6,041
60,553	0	6,044
60,576	0	6,046
60,602	0	6,048
60,62	0	6,05
60,64	0	6,052
60,66	0	6,054
60,681	0	6,056
60,7	0	6,058
60,721	0	6,06
60,741	0	6,062
60,757	0	6,064
60,773	0	6,066
60,798	0	6,068
60,819	0	6,071
60,845	0	6,073
60,868	0	6,075
60,891	0	6,077
60,912	0	6,08
60,933	0	6,082
60,954	0	6,084
60,975	0	6,086
60,994	0	6,087
61,011	0	6,089
61,027	0	6,091
61,053	0	6,094
61,082	0	6,096
61,103	0	6,098
61,122	0	6,1
61,14	0	6,102
61,158	0	6,104
61,178	0	6,106
61,2	0	6,108
61,22	0	6,11
61,242	0	6,112
61,255	0	6,114
61,276	0	6,116
61,299	0	6,118
61,323	0	6,121
61,349	0	6,123
61,372	0	6,125
61,389	0	6,127
61,41	0	6,129
61,432	0	6,131
61,452	0	6,133
61,473	0	6,135
61,495	0	6,138
61,516	0	6,139
61,535	0	6,141
61,554	0	6,144
61,587	0	6,147
61,612	0	6,149
61,635	0	6,151
61,647	0	6,152
61,665	0	6,154
61,679	0	6,156
61,704	0	6,158
61,72	0	6,16
61,741	0	6,162
61,766	0	6,164
61,792	0	6,168
61,816	0	6,17
61,834	0	6,172
61,854	0	6,173
61,874	0	6,175
61,893	0	6,177
61,913	0	6,179
61,934	0	6,181
61,956	0	6,184
61,977	0	6,186
61,999	0	6,188
62,021	0	6,19
62,036	0	6,191
62,052	0	6,193
62,077	0	6,196
62,102	0	6,198
62,123	0	6,2
62,142	0	6,202
62,161	0	6,204
62,182	0	6,206
62,205	0	6,208
62,224	0	6,21
62,239	0	6,212
62,26	0	6,214
62,292	0	6,217
62,316	0	6,219
62,335	0	6,221
62,355	0	6,223
62,37	0	6,225
62,392	0	6,227
62,415	0	6,229
62,435	0	6,232
62,456	0	6,234
62,478	0	6,236
62,499	0	6,237
62,513	0	6,238
62,531	0	6,241
62,553	0	6,243
62,575	0	6,246
62,599	0	6,248
62,622	0	6,25
62,642	0	6,251
62,66	0	6,254
62,68	0	6,256
62,698	0	6,258
62,719	0	6,26
62,741	0	6,262
62,767	0	6,264
62,782	0	6,276
62,9	0	6,278
62,921	0	6,28
62,94	0	6,282
62,963	0	6,284
62,984	0	6,286
63,004	0	6,288
63,017	0	6,289
63,04	0	6,292
63,06	0	6,294
63,088	0	6,296
63,109	0	6,299
63,13	0	6,3
63,148	0	6,302
63,164	0	6,304
63,182	0	6,306
63,204	0	6,308
63,222	0	6,31
63,245	0	6,312
63,266	0	6,314
63,287	0	6,316
63,299	0	6,318
63,319	0	6,32
63,348	0	6,323
63,371	0	6,325
63,389	0	6,326
63,408	0	6,328
63,428	0	6,331
63,452	0	6,333
63,473	0	6,335
63,494	0	6,337
63,511	0	6,338
63,53	0	6,341
63,55	0	6,343
63,572	0	6,345
63,596	0	6,348
63,618	0	6,35
63,64	0	6,352
63,659	0	6,354
63,682	0	6,356
63,702	0	6,358
63,722	0	6,36
63,742	0	6,362
63,763	0	6,364
63,783	0	6,366
63,797	0	6,368
63,82	0	6,37
63,844	0	6,373
63,873	0	6,375
63,895	0	6,377
63,918	0	6,379
63,932	0	6,382
63,958	0	6,384
63,981	0	6,386
64	0	6,388
64,017	0	6,39
64,042	0	6,392
64,069	0	6,394
64,082	0	6,396
64,105	0	6,399
64,134	0	6,402
64,16	0	6,404
64,182	0	6,406
64,202	0	6,408
64,222	0	6,41
64,243	0	6,412
64,259	0	6,414
64,28	0	6,416
64,296	0	6,418
64,317	0	6,42
64,346	0	6,423
64,374	0	6,425
64,394	0	6,427
64,412	0	6,429
64,433	0	6,431
64,457	0	6,434
64,479	0	6,436
64,498	0	6,437
64,513	0	6,439
64,537	0	6,442
64,556	0	6,444
64,578	0	6,446
64,604	0	6,449
64,628	0	6,45
64,643	0	6,452
64,663	0	6,454
64,686	0	6,456
64,708	0	6,459
64,729	0	6,461
64,751	0	6,463
64,772	0	6,464
64,786	0	6,467
64,809	0	6,468
64,826	0	6,471
64,855	0	6,474
64,879	0	6,476
64,902	0	6,478
64,92	0	6,48
64,94	0	6,482
64,962	0	6,484
64,984	0	6,486
65,004	0	6,488
65,017	0	6,489
65,033	0	6,491
65,055	0	6,494
65,078	0	6,496
65,099	0	6,497
65,123	0	6,5
65,144	0	6,502
65,157	0	6,503
65,177	0	6,506
65,197	0	6,508
65,219	0	6,51
65,241	0	6,512
65,257	0	6,513
65,28	0	6,515
65,293	0	6,516
65,307	0	6,518
65,329	0	6,521
65,351	0	6,524
65,378	0	6,526
65,397	0	6,528
65,419	0	6,53
65,44	0	6,532
65,461	0	6,534
65,483	0	6,536
65,502	0	6,537
65,514	0	6,539
65,541	0	6,542
65,562	0	6,544
65,587	0	6,547
65,61	0	6,548
65,628	0	6,551
65,649	0	6,552
65,667	0	6,554
65,687	0	6,556
65,706	0	6,558
65,725	0	6,56
65,748	0	6,563
65,768	0	6,565
65,788	0	6,566
65,802	0	6,569
65,829	0	6,571
65,852	0	6,573
65,878	0	6,575
65,897	0	6,577
65,915	0	6,579
65,936	0	6,582
65,957	0	6,584
65,979	0	6,586
66	0	6,587
66,014	0	6,589
66,038	0	6,592
66,063	0	6,594
66,087	0	6,596
66,11	0	6,599
66,139	0	6,601
66,153	0	6,603
66,177	0	6,605
66,196	0	6,607
66,217	0	6,609
66,237	0	6,612
66,258	0	6,614
66,285	0	6,616
66,3	0	6,618
66,318	0	6,62
66,341	0	6,622
66,36	0	6,623
66,378	0	6,626
66,41	0	6,629
66,431	0	6,631
66,456	0	6,633
66,474	0	6,634
66,486	0	6,636
66,498	0	6,637
66,515	0	6,638
66,527	0	6,64
66,539	0	6,641
66,551	0	6,642
66,563	0	6,645
66,587	0	6,646
66,599	0	6,647
66,611	0	6,648
66,624	0	6,65
66,642	0	6,652
66,661	0	6,654
66,679	0	6,655
66,692	0	6,656
66,704	0	6,657
66,716	0	6,658
66,728	0	6,66
66,74	0	6,661
66,752	0	6,662
66,764	0	6,663
66,776	0	6,666
66,8	0	6,667
66,813	0	6,67
66,841	0	6,671
66,857	0	6,673
66,877	0	6,675
66,889	0	6,676
66,901	0	6,677
66,913	0	6,678
66,925	0	6,679
66,937	0	6,68
66,949	0	6,682
66,961	0	6,683
66,973	0	6,684
66,985	0	6,685
66,997	0	6,687
67,01	0	6,688
67,022	0	6,689
67,034	0	6,69
67,046	0	6,693
67,074	0	6,696
67,104	0	6,698
67,117	0	6,7
67,137	0	6,701
67,149	0	6,702
67,161	0	6,704
67,179	0	6,705
67,191	0	6,706
67,203	0	6,707
67,215	0	6,708
67,227	0	6,71
67,239	0	6,711
67,251	0	6,712
67,263	0	6,713
67,275	0	6,714
67,287	0	6,716
67,304	0	6,718
67,324	0	6,719
67,34	0	6,722
67,358	0	6,724
67,386	0	6,726
67,405	0	6,728
67,424	0	6,73
67,444	0	6,732
67,464	0	6,734
67,483	0	6,736
67,5	0	6,737
67,514	0	6,738
67,529	0	6,741
67,552	0	6,743
67,576	0	6,745
67,602	0	6,748
67,623	0	6,75
67,638	0	6,752
67,659	0	6,754
67,679	0	6,756
67,699	0	6,758
67,72	0	6,76
67,74	0	6,762
67,761	0	6,763
67,777	0	6,765
67,79	0	6,768
67,825	0	6,77
67,848	0	6,772
67,869	0	6,775
67,892	0	6,777
67,91	0	6,779
67,931	0	6,781
67,952	0	6,783
67,973	0	6,785
67,994	0	6,787
68,011	0	6,788
68,027	0	6,79
68,047	0	6,793
68,073	0	6,795
68,096	0	6,797
68,115	0	6,8
68,141	0	6,801
68,158	0	6,804
68,183	0	6,806
68,206	0	6,808
68,225	0	6,81
68,246	0	6,813
68,269	0	6,814
68,287	0	6,816
68,3	0	6,818
68,325	0	6,82
68,345	0	6,823
68,372	0	6,825
68,394	0	6,827
68,414	0	6,829
68,43	0	6,83
68,445	0	6,841
68,552	0	6,843
68,574	0	6,845
68,591	0	6,846
68,603	0	6,848
68,626	0	6,85
68,653	0	6,853
68,675	0	6,855
68,697	0	6,857
68,716	0	6,86
68,739	0	6,861
68,757	0	6,863
68,778	0	6,865
68,794	0	6,867
68,816	0	6,87
68,84	0	6,872
68,867	0	6,874
68,887	0	6,876
68,909	0	6,878
68,929	0	6,88
68,95	0	6,882
68,972	0	6,885
68,993	0	6,886
69,01	0	6,888
69,032	0	6,89
69,046	0	6,892
69,064	0	6,895
69,094	0	6,897
69,114	0	6,899
69,139	0	6,901
69,159	0	6,904
69,18	0	6,906
69,201	0	6,908
69,222	0	6,91
69,244	0	6,912
69,261	0	6,913
69,274	0	6,916
69,301	0	6,918
69,328	0	6,921
69,353	0	6,924
69,378	0	6,926
69,399	0	6,928
69,42	0	6,93
69,442	0	6,931
69,456	0	6,933
69,479	0	6,936
69,502	0	6,938
69,522	0	6,94
69,543	0	6,942
69,567	0	6,945
69,591	0	6,946
69,607	0	6,948
69,624	0	6,95
69,654	0	6,954
69,68	0	6,956
69,7	0	6,958
69,721	0	6,96
69,744	0	6,962
69,763	0	6,964
69,783	0	6,965
69,797	0	6,967
69,825	0	6,97
69,846	0	6,973
69,876	0	6,975
69,896	0	6,977
69,917	0	6,979
69,937	0	6,982
69,962	0	6,984
69,983	0	6,986
70,003	0	6,988
70,023	0	6,99
70,04	0	6,991
70,055	0	6,993
70,077	0	6,996
70,105	0	6,998
70,126	0	7,001
70,154	0	7,003
70,17	0	7,005
70,192	0	7,007
70,214	0	7,009
70,238	0	7,011
70,258	0	7,014
70,281	0	7,016
70,301	0	7,017
70,318	0	7,019
70,333	0	7,021
70,356	0	7,024
70,383	0	7,026
70,404	0	7,028
70,423	0	7,03
70,442	0	7,032
70,464	0	7,034
70,487	0	7,036
70,508	0	7,038
70,527	0	7,04
70,543	0	7,042
70,559	0	7,044
70,58	0	7,046
70,604	0	7,048
70,628	0	7,051
70,652	0	7,053
70,675	0	7,055
70,688	0	7,057
70,707	0	7,059
70,73	0	7,061
70,75	0	7,063
70,77	0	7,065
70,787	0	7,066
70,801	0	7,069
70,83	0	7,072
70,857	0	7,074
70,88	0	7,076
70,9	0	7,078
70,922	0	7,08
70,945	0	7,082
70,965	0	7,085
70,988	0	7,087
71,008	0	7,089
71,029	0	7,09
71,045	0	7,092
71,062	0	7,094
71,084	0	7,097
71,109	0	7,099
71,133	0	7,101
71,154	0	7,103
71,174	0	7,105
71,191	0	7,107
71,212	0	7,109
71,232	0	7,111
71,252	0	7,113
71,273	0	7,115
71,293	0	7,118
71,318	0	7,119
71,33	0	7,12
71,353	0	7,123
71,377	0	7,126
71,397	0	7,128
71,418	0	7,13
71,44	0	7,131
71,458	0	7,134
71,482	0	7,136
71,503	0	7,138
71,525	0	7,14
71,539	0	7,141
71,551	0	7,143
71,57	0	7,145
71,593	0	7,147
71,614	0	7,15
71,64	0	7,152
71,663	0	7,154
71,681	0	7,156
71,702	0	7,158
71,725	0	7,16
71,744	0	7,162
71,767	0	7,164
71,787	0	7,166
71,805	0	7,168
71,822	0	7,17
71,846	0	7,173
71,872	0	7,175
71,895	0	7,178
71,92	0	7,18
71,938	0	7,182
71,958	0	7,184
71,978	0	7,186
71,997	0	7,188
72,02	0	7,19
72,043	0	7,192
72,062	0	7,193
72,075	0	7,196
72,098	0	7,198
72,122	0	7,2
72,144	0	7,202
72,166	0	7,205
72,19	0	7,207
72,212	0	7,209
72,234	0	7,211
72,254	0	7,213
72,274	0	7,215
72,29	0	7,217
72,309	0	7,219
72,329	0	7,222
72,356	0	7,225
72,388	0	7,227
72,408	0	7,229
72,428	0	7,231
72,45	0	7,233
72,473	0	7,235
72,496	0	7,238
72,52	0	7,24
72,536	0	7,241
72,551	0	7,243
72,572	0	7,245
72,589	0	7,248
72,616	0	7,25
72,637	0	7,252
72,664	0	7,254
72,678	0	7,256
72,704	0	7,258
72,724	0	7,261
72,745	0	7,263
72,768	0	7,265
72,789	0	7,267
72,81	0	7,268
72,825	0	7,271
72,853	0	7,274
72,88	0	7,276
72,901	0	7,278
72,923	0	7,28
72,946	0	7,283
72,968	0	7,285
72,988	0	7,287
73,007	0	7,289
73,03	0	7,29
73,043	0	7,292
73,06	0	7,294
73,088	0	7,297
73,114	0	7,3
73,14	0	7,302
73,163	0	7,303
73,175	0	7,306
73,201	0	7,308
73,222	0	7,31
73,242	0	7,312
73,261	0	7,314
73,283	0	7,316
73,304	0	7,318
73,32	0	7,319
73,337	0	7,322
73,365	0	7,325
73,39	0	7,327
73,411	0	7,329
73,433	0	7,331
73,453	0	7,333
73,472	0	7,335
73,492	0	7,337
73,515	0	7,339
73,533	0	7,341
73,548	0	7,342
73,568	0	7,345
73,588	0	7,347
73,613	0	7,349
73,634	0	7,352
73,666	0	7,354
73,679	0	7,356
73,704	0	7,358
73,725	0	7,36
73,747	0	7,362
73,766	0	7,365
73,788	0	7,367
73,809	0	7,369
73,832	0	7,371
73,849	0	7,372
73,862	0	7,374
73,89	0	7,377
73,917	0	7,379
73,931	0	7,382
73,962	0	7,384
73,982	0	7,386
74,001	0	7,387
74,016	0	7,389
74,032	0	7,391
74,054	0	7,393
74,073	0	7,395
74,093	0	7,396
74,106	0	7,398
74,13	0	7,401
74,155	0	7,404
74,18	0	7,406
74,202	0	7,408
74,222	0	7,41
74,242	0	7,412
74,264	0	7,414
74,282	0	7,415
74,294	0	7,417
74,319	0	7,42
74,339	0	7,422
74,363	0	7,424
74,387	0	7,426
74,407	0	7,428
74,428	0	7,431
74,452	0	7,433
74,473	0	7,435
74,493	0	7,437
74,512	0	7,439
74,532	0	7,441
74,553	0	7,443
74,572	0	7,445
74,595	0	7,447
74,612	0	7,449
74,636	0	7,451
74,657	0	7,454
74,683	0	7,456
74,703	0	7,458
74,724	0	7,46
74,746	0	7,462
74,768	0	7,464
74,784	0	7,465
74,796	0	7,467
74,814	0	7,469
74,839	0	7,472
74,863	0	7,475
74,895	0	7,477
74,915	0	7,479
74,935	0	7,481
74,955	0	7,483
74,977	0	7,485
74,995	0	7,487
75,017	0	7,489
75,036	0	7,491
75,058	0	7,493
75,072	0	7,494
75,18	0	7,506
75,201	0	7,507
75,214	0	7,509
75,232	0	7,511
75,256	0	7,513
75,277	0	7,515
75,301	0	7,517
75,317	0	7,518
75,33	0	7,521
75,354	0	7,523
75,383	0	7,526
75,401	0	7,528
75,424	0	7,53
75,443	0	7,531
75,455	0	7,533
75,481	0	7,536
75,505	0	7,538
75,526	0	7,54
75,545	0	7,542
75,563	0	7,544
75,583	0	7,545
75,596	0	7,546
75,619	0	7,549
75,638	0	7,552
75,666	0	7,554
75,689	0	7,556
75,711	0	7,558
75,732	0	7,56
75,752	0	7,562
75,766	0	7,564
75,789	0	7,567
75,814	0	7,569
75,836	0	7,571
75,864	0	7,574
75,884	0	7,575
75,897	0	7,578
75,928	0	7,58
75,95	0	7,583
75,974	0	7,585
75,995	0	7,587
76,015	0	7,589
76,035	0	7,591
76,056	0	7,593
76,074	0	7,594
76,087	0	7,596
76,106	0	7,598
76,128	0	7,6
76,152	0	7,603
76,178	0	7,605
76,198	0	7,607
76,221	0	7,61
76,244	0	7,612
76,264	0	7,614
76,288	0	7,615
76,301	0	7,617
76,323	0	7,62
76,344	0	7,622
76,367	0	7,624
76,39	0	7,626
76,412	0	7,628
76,433	0	7,63
76,446	0	7,631
76,469	0	7,634
76,494	0	7,636
76,513	0	7,638
76,535	0	7,64
76,555	0	7,643
76,575	0	7,645
76,597	0	7,646
76,611	0	7,648
76,624	0	7,65
76,655	0	7,653
76,682	0	7,655
76,705	0	7,658
76,726	0	7,66
76,748	0	7,662
76,767	0	7,663
76,782	0	7,665
76,799	0	7,666
76,815	0	7,668
76,834	0	7,671
76,861	0	7,674
76,887	0	7,675
76,899	0	7,678
76,936	0	7,68
76,953	0	7,683
76,98	0	7,685
76,999	0	7,687
77,019	0	7,689
77,038	0	7,691
77,059	0	7,693
77,075	0	7,694
77,094	0	7,697
77,123	0	7,7
77,147	0	7,702
77,168	0	7,704
77,195	0	7,706
77,208	0	7,708
77,235	0	7,711
77,259	0	7,713
77,282	0	7,715
77,304	0	7,718
77,325	0	7,72
77,346	0	7,722
77,364	0	7,723
77,38	0	7,726
77,407	0	7,728
77,433	0	7,731
77,461	0	7,733
77,482	0	7,735
77,501	0	7,737
77,523	0	7,739
77,543	0	7,741
77,564	0	7,744
77,586	0	7,745
77,599	0	7,747
77,617	0	7,75
77,646	0	7,752
77,668	0	7,754
77,691	0	7,756
77,712	0	7,758
77,735	0	7,76
77,755	0	7,762
77,776	0	7,765
77,799	0	7,767
77,818	0	7,769
77,839	0	7,771
77,856	0	7,772
77,871	0	7,774
77,889	0	7,776
77,914	0	7,779
77,941	0	7,781
77,964	0	7,784
77,985	0	7,786
78,005	0	7,788
78,025	0	7,789
78,045	0	7,792
78,066	0	7,793
78,084	0	7,795
78,102	0	7,798
78,127	0	7,8
78,148	0	7,803
78,178	0	7,805
78,198	0	7,807
78,22	0	7,809
78,24	0	7,811
78,259	0	7,813
78,276	0	7,814
78,289	0	7,816
78,308	0	7,818
78,331	0	7,821
78,362	0	7,824
78,389	0	7,826
78,41	0	7,828
78,425	0	7,83
78,452	0	7,832
78,471	0	7,834
78,492	0	7,836
78,512	0	7,838
78,531	0	7,84
78,55	0	7,842
78,57	0	7,844
78,591	0	7,846
78,613	0	7,849
78,642	0	7,851
78,665	0	7,853
78,686	0	7,855
78,7	0	7,857
78,72	0	7,859
78,745	0	7,862
78,766	0	7,864
78,788	0	7,866
78,808	0	7,868
78,824	0	7,869
78,843	0	7,872
78,872	0	7,875
78,899	0	7,877
78,923	0	7,879
78,949	0	7,881
78,964	0	7,884
78,987	0	7,886
79,011	0	7,888
79,028	0	7,89
79,043	0	7,891
79,062	0	7,893
79,075	0	7,894
79,091	0	7,896
79,112	0	7,898
79,134	0	7,901
79,156	0	7,903
79,181	0	7,905
79,196	0	7,906
79,214	0	7,908
79,235	0	7,91
79,252	0	7,912
79,273	0	7,914
79,294	0	7,916
79,314	0	7,918
79,334	0	7,921
79,355	0	7,922
79,368	0	7,924
79,389	0	7,927
79,418	0	7,929
79,442	0	7,932
79,465	0	7,934
79,485	0	7,936
79,506	0	7,938
79,526	0	7,94
79,549	0	7,942
79,568	0	7,943
79,582	0	7,945
79,6	0	7,947
79,62	0	7,95
79,65	0	7,952
79,672	0	7,955
79,697	0	7,957
79,719	0	7,959
79,738	0	7,961
79,757	0	7,963
79,778	0	7,965
79,797	0	7,967
79,815	0	7,968
79,829	0	7,97
79,85	0	7,972
79,869	0	7,974
79,89	0	7,977
79,92	0	7,979
79,94	0	7,981
79,96	0	7,983
79,979	0	7,985
79,997	0	7,987
80,017	0	7,989
80,042	0	7,992
80,066	0	7,994
80,09	0	7,996
80,104	0	7,998
80,123	0	8
80,148	0	8,003
80,174	0	8,005
80,196	0	8,007
80,22	0	8,009
80,241	0	8,012
80,262	0	8,013
80,283	0	8,015
80,303	0	8,018
80,323	0	8,02
80,345	0	8,021
80,359	0	8,023
80,376	0	8,025
80,402	0	8,028
80,433	0	8,031
80,457	0	8,033
80,475	0	8,034
80,489	0	8,036
80,511	0	8,038
80,532	0	8,04
80,553	0	8,042
80,573	0	8,044
80,593	0	8,047
80,615	0	8,048
80,631	0	8,06
80,744	0	8,062
80,763	0	8,063
80,784	0	8,066
80,805	0	8,068
80,826	0	8,07
80,845	0	8,071
80,858	0	8,073
80,883	0	8,076
80,914	0	8,079
80,938	0	8,081
80,958	0	8,084
80,985	0	8,085
80,998	0	8,087
81,018	0	8,089
81,046	0	8,092
81,072	0	8,095
81,099	0	8,097
81,122	0	8,099
81,138	0	8,1
81,157	0	8,103
81,187	0	8,106
81,209	0	8,108
81,23	0	8,11
81,255	0	8,112
81,269	0	8,113
81,284	0	8,115
81,296	0	8,117
81,317	0	8,118
81,329	0	8,119
81,343	0	8,121
81,362	0	8,123
81,382	0	8,124
81,394	0	8,126
81,416	0	8,128
81,433	0	8,13
81,461	0	8,132
81,481	0	8,135
81,505	0	8,137
81,526	0	8,14
81,546	0	8,142
81,566	0	8,144
81,587	0	8,146
81,607	0	8,148
81,625	0	8,149
81,639	0	8,151
81,664	0	8,154
81,689	0	8,156
81,708	0	8,158
81,729	0	8,16
81,748	0	8,162
81,769	0	8,164
81,789	0	8,166
81,809	0	8,168
81,825	0	8,169
81,842	0	8,171
81,862	0	8,175
81,897	0	8,177
81,923	0	8,179
81,942	0	8,181
81,963	0	8,183
81,982	0	8,185
82,006	0	8,187
82,024	0	8,189
82,042	0	8,191
82,065	0	8,193
82,085	0	8,195
82,102	0	8,196
82,115	0	8,199
82,145	0	8,202
82,175	0	8,205
82,198	0	8,207
82,219	0	8,208
82,235	0	8,21
82,253	0	8,212
82,274	0	8,215
82,299	0	8,216
82,323	0	8,219
82,345	0	8,221
82,364	0	8,223
82,383	0	8,224
82,395	0	8,226
82,414	0	8,229
82,441	0	8,231
82,463	0	8,234
82,492	0	8,236
82,506	0	8,237
82,52	0	8,238
82,54	0	8,241
82,565	0	8,244
82,589	0	8,246
82,61	0	8,248
82,63	0	8,25
82,65	0	8,251
82,663	0	8,253
82,686	0	8,256
82,71	0	8,258
82,736	0	8,261
82,76	0	8,263
82,782	0	8,265
82,805	0	8,267
82,825	0	8,269
82,845	0	8,271
82,866	0	8,272
82,885	0	8,276
82,91	0	8,278
82,93	0	8,28
82,961	0	8,283
82,985	0	8,285
83,004	0	8,287
83,028	0	8,289
83,05	0	8,291
83,071	0	8,294
83,091	0	8,295
83,112	0	8,298
83,133	0	8,299
83,148	0	8,302
83,173	0	8,304
83,196	0	8,306
83,219	0	8,308
83,24	0	8,31
83,261	0	8,312
83,275	0	8,314
83,298	0	8,316
83,321	0	8,318
83,342	0	8,32
83,361	0	8,323
83,391	0	8,325
83,405	0	8,327
83,428	0	8,329
83,453	0	8,332
83,475	0	8,334
83,497	0	8,336
83,517	0	8,338
83,538	0	8,34
83,559	0	8,342
83,582	0	8,344
83,601	0	8,346
83,614	0	8,347
83,631	0	8,349
83,65	0	8,352
83,684	0	8,355
83,708	0	8,357
83,729	0	8,359
83,744	0	8,361
83,768	0	8,363
83,789	0	8,366
83,81	0	8,368
83,83	0	8,37
83,849	0	8,372
83,87	0	8,373
83,886	0	8,374
83,901	0	8,377
83,928	0	8,379
83,95	0	8,382
83,982	0	8,385
84,004	0	8,386
84,018	0	8,388
84,031	0	8,389
84,049	0	8,391
84,07	0	8,394
84,091	0	8,395
84,107	0	8,396
84,119	0	8,399
84,148	0	8,401
84,172	0	8,404
84,196	0	8,406
84,218	0	8,408
84,238	0	8,41
84,255	0	8,411
84,275	0	8,413
84,294	0	8,415
84,306	0	8,418
84,333	0	8,42
84,352	0	8,422
84,38	0	8,424
84,402	0	8,426
84,424	0	8,428
84,437	0	8,429
84,455	0	8,432
84,479	0	8,434
84,5	0	8,436
84,519	0	8,438
84,541	0	8,44
84,562	0	8,442
84,583	0	8,444
84,604	0	8,446
84,616	0	8,448
84,638	0	8,45
84,66	0	8,452
84,68	0	8,454
84,704	0	8,456
84,726	0	8,459
84,747	0	8,461
84,768	0	8,462
84,787	0	8,464
84,804	0	8,466
84,825	0	8,469
84,846	0	8,471
84,867	0	8,473
84,887	0	8,474
84,902	0	8,477
84,929	0	8,479
84,958	0	8,482
84,979	0	8,484
85,004	0	8,486
85,024	0	8,488
85,047	0	8,491
85,068	0	8,493
85,087	0	8,494
85,106	0	8,497
85,129	0	8,499
85,144	0	8,5
85,156	0	8,502
85,182	0	8,505
85,209	0	8,507
85,234	0	8,51
85,262	0	8,512
85,284	0	8,514
85,304	0	8,516
85,323	0	8,518
85,347	0	8,52
85,361	0	8,521
85,379	0	8,525
85,412	0	8,528
85,434	0	8,53
85,46	0	8,532
85,478	0	8,534
85,497	0	8,536
85,521	0	8,538
85,538	0	8,539
85,555	0	8,541
85,572	0	8,544
85,596	0	8,546
85,626	0	8,549
85,653	0	8,551
85,672	0	8,554
85,695	0	8,555
85,708	0	8,557
85,733	0	8,559
85,754	0	8,562
85,776	0	8,564
85,797	0	8,566
85,816	0	8,568
85,837	0	8,569
85,855	0	8,571
85,874	0	8,573
85,891	0	8,574
85,904	0	8,577
85,927	0	8,579
85,955	0	8,582
85,978	0	8,584
86,002	0	8,586
86,023	0	8,588
86,043	0	8,591
86,066	0	8,593
86,086	0	8,595
86,105	0	8,596
86,118	0	8,597
86,135	0	8,6
86,161	0	8,602
86,183	0	8,604
86,207	0	8,607
86,23	0	8,609
86,256	0	8,611
86,271	0	8,622
86,383	0	8,624
86,397	0	8,626
86,422	0	8,628
86,441	0	8,631
86,468	0	8,633
86,493	0	8,636
86,518	0	8,638
86,538	0	8,64
86,559	0	8,642
86,581	0	8,644
86,602	0	8,646
86,619	0	8,648
86,636	0	8,65
86,661	0	8,652
86,685	0	8,654
86,709	0	8,657
86,731	0	8,658
86,747	0	8,66
86,765	0	8,662
86,788	0	8,665
86,809	0	8,667
86,829	0	8,669
86,849	0	8,67
86,864	0	8,672
86,886	0	8,674
86,904	0	8,677
86,93	0	8,679
86,95	0	8,681
86,979	0	8,683
86,993	0	8,684
87,009	0	8,687
87,029	0	8,689
87,05	0	8,691
87,07	0	8,693
87,09	0	8,695
87,11	0	8,696
87,124	0	8,698
87,145	0	8,7
87,163	0	8,703
87,191	0	8,706
87,218	0	8,707
87,234	0	8,709
87,248	0	8,71
87,27	0	8,713
87,29	0	8,715
87,31	0	8,717
87,331	0	8,719
87,352	0	8,721
87,373	0	8,723
87,393	0	8,725
87,409	0	8,726
87,422	0	8,728
87,443	0	8,731
87,468	0	8,733
87,494	0	8,736
87,516	0	8,738
87,543	0	8,74
87,556	0	8,742
87,579	0	8,744
87,6	0	8,746
87,619	0	8,748
87,643	0	8,751
87,67	0	8,753
87,686	0	8,754
87,706	0	8,757
87,732	0	8,759
87,755	0	8,762
87,775	0	8,763
87,794	0	8,766
87,817	0	8,767
87,833	0	8,77
87,858	0	8,772
87,882	0	8,774
87,905	0	8,777
87,932	0	8,779
87,947	0	8,78
87,964	0	8,784
87,993	0	8,786
88,018	0	8,789
88,048	0	8,79
88,07	0	8,792
88,083	0	8,794
88,099	0	8,796
88,121	0	8,799
88,153	0	8,802
88,176	0	8,804
88,197	0	8,805
88,214	0	8,807
88,229	0	8,808
88,243	0	8,81
88,256	0	8,811
88,268	0	8,812
88,28	0	8,814
88,299	0	8,816
88,32	0	8,818
88,343	0	8,82
88,363	0	8,822
88,384	0	8,824
88,396	0	8,825
88,413	0	8,827
88,433	0	8,83
88,461	0	8,832
88,487	0	8,834
88,507	0	8,837
88,529	0	8,839
88,55	0	8,841
88,57	0	8,843
88,591	0	8,845
88,612	0	8,847
88,634	0	8,849
88,655	0	8,851
88,675	0	8,852
88,687	0	8,856
88,717	0	8,858
88,742	0	8,86
88,765	0	8,863
88,789	0	8,865
88,81	0	8,867
88,83	0	8,869
88,852	0	8,871
88,872	0	8,873
88,896	0	8,875
88,912	0	8,876
88,929	0	8,878
88,954	0	8,882
88,98	0	8,885
89,01	0	8,886
89,024	0	8,888
89,038	0	8,89
89,06	0	8,893
89,089	0	8,895
89,109	0	8,897
89,133	0	8,899
89,153	0	8,902
89,178	0	8,903
89,197	0	8,905
89,222	0	8,908
89,243	0	8,91
89,265	0	8,912
89,287	0	8,914
89,3	0	8,916
89,323	0	8,918
89,336	0	8,92
89,359	0	8,921
89,371	0	8,924
89,398	0	8,926
89,421	0	8,927
89,433	0	8,928
89,446	0	8,931
89,474	0	8,933
89,493	0	8,935
89,509	0	8,936
89,526	0	8,938
89,542	0	8,941
89,57	0	8,943
89,594	0	8,945
89,614	0	8,947
89,635	0	8,949
89,656	0	8,951
89,67	0	8,953
89,694	0	8,955
89,713	0	8,958
89,742	0	8,96
89,765	0	8,962
89,785	0	8,964
